LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
132207,2,1,1,30,0,0,-2,-2,-2,-2,49325,2260,1899,1122,-925,79,1075,1426,512,0,174,0,0
117522,2,1,2,29,0,0,0,0,0,0,237026,148235,197074,181190,114438,94748,1715,9535,5950,53674,43201,9108,0
68288,1,1,2,26,0,0,0,0,0,0,27555,32190,49912,32065,8416,14698,12793,1410,6465,938,4507,169,0
135088,2,1,2,30,1,-2,-2,-2,-2,-2,1205,-776,1819,619,-485,724,92,0,0,0,139,0,0
92477,1,2,1,33,-1,0,-2,8,-1,-1,1000,-5,1682,10166,-10,15575,268,0,717,215,2113,465,0
190878,2,1,2,33,0,0,0,0,0,0,116420,231505,111020,162507,20629,9991,29953,1556,9364,3314,13318,3072,0
105329,2,1,1,40,2,2,2,2,2,7,38825,50562,2214,17185,1298,612,584,344,266,0,123,358,1
208841,1,4,1,28,-1,-1,-2,-2,-2,-2,-1567,-247,-1335,-593,66,306,4926,1114,0,2,6613,2519,0
349792,1,1,1,41,-1,-2,-1,-1,-2,-2,708,1202,3168,-156,176,751,2382,2364,10703,314,2017,371,0
28578,2,3,2,35,4,4,3,3,2,0,24125,28487,31208,12576,4921,27689,0,1714,0,132,0,222,1
66715,2,1,1,26,-1,-1,-1,-1,-1,-1,1815,9688,8273,6404,7385,14178,5460,17469,4952,1339,12099,302,0
101152,2,2,1,38,0,0,0,0,0,0,218536,125919,81006,108574,169091,125041,5328,1516,9373,3932,10952,3738,0
18764,1,2,2,26,1,-1,-1,-2,-2,-2,1286,-853,39,-175,-354,-386,0,413,59,0,219,411,0
19835,1,2,2,26,0,0,0,-2,-2,-1,7491,14315,22348,10677,280,1173,3349,8036,370,600,542,291,0
48946,2,1,2,27,1,-1,2,-2,2,-2,26612,19780,5341,-428,1546,7492,0,287,186,0,201,347,0
122118,2,3,1,50,-1,-1,-1,-1,-1,-1,-963,2811,45,137,-938,2220,2269,394,61642,2328,825,95,0
390240,2,1,2,45,-1,-1,-1,-1,-1,-1,1527,2614,-311,913,2479,26343,1658,0,10436,3718,4300,7398,0
116694,2,2,2,48,-1,-1,-1,-1,-1,-1,2109,10239,21626,38817,25232,17140,1499,1898,8574,2407,5770,4632,0
67688,2,3,2,25,1,0,0,0,0,0,2330,15292,11352,6259,333,6374,2209,2338,355,1751,4951,138,0
47850,1,1,2,24,0,0,-1,0,-2,-2,3458,3440,1551,862,-814,575,613,935,0,112,0,198,0
24478,1,2,2,29,0,0,0,0,0,0,7350,11849,18190,-1515,-851,9387,966,1816,714,0,456,0,0
73466,1,2,1,41,2,2,2,2,5,3,34967,14365,63837,49371,14229,16451,2653,0,8442,349,1827,403,1
21333,1,1,2,34,2,2,2,2,2,2,50825,22108,69087,43828,65465,42552,3362,533,102,0,9432,7900,0
44387,2,3,2,29,2,2,2,2,5,4,27535,26946,64801,68647,17561,21453,50,471,2370,514,1318,0,1
33586,1,1,2,30,0,0,6,5,4,3,18683,34779,41556,40103,23491,67281,216,249,168,0,142,0,1
74994,2,1,2,29,0,0,2,2,2,3,28727,42582,33813,42212,10697,20611,15,2351,248,249,0,0,0
97224,2,4,1,34,0,0,0,0,0,0,81731,156768,86324,82751,91061,68558,2041,2258,2812,0,9767,6064,1
75309,1,1,1,43,0,0,0,0,0,2,48598,35712,40101,26051,130,17962,1048,1431,424,1139,380,96,0
212658,2,1,2,27,-2,-2,-2,-2,-2,-2,906,10735,757,-245,-378,1177,5871,25950,40805,0,55179,270,0
19330,1,3,2,27,1,3,2,3,2,2,12288,7378,27012,4992,6060,10647,0,229,3150,2212,518,650,1
27253,1,3,1,43,3,2,2,2,0,5,12339,2062,1541,993,20961,1940,0,205,1089,1393,2511,0,1
65552,2,1,1,42,0,0,0,0,0,0,123181,114973,203089,87553,111713,103685,4981,1283,4931,1909,10525,373,0
130519,1,1,2,28,0,0,0,0,0,0,50142,54604,52719,50813,40278,36444,3609,72099,1451,1962,2500,532,0
129809,2,3,2,25,-1,-1,0,0,0,0,3443,916,206,3199,366,2406,0,720,1840,3780,1947,249,0
376300,2,2,1,42,2,0,0,0,0,0,162612,146348,142989,165043,184279,341884,3918,10483,9848,16926,9163,18286,0
54034,2,2,1,28,0,0,0,0,0,0,101036,117464,75872,79891,55046,85624,2405,2039,2432,1235,0,415,0
366559,1,1,2,40,-1,-1,-1,-1,-1,-2,4316,4138,1678,1276,-640,1125,25,1217,1575,5551,1865,281,0
58490,1,3,1,42,0,0,0,0,0,0,46020,59265,91050,27013,1873,447,3516,4698,6832,3026,0,0,0
288255,1,1,1,46,-1,-1,-1,-1,0,0,4454,3798,1776,1194,12,6842,876,951,3096,803,593,420,1
144496,2,1,1,41,-1,-1,-1,-1,-1,-1,1183,133,-602,689,623,1433,2267,5972,4190,1960,258,273,0
82772,1,1,1,39,-2,-2,-2,-2,-2,-2,5987,8890,1946,18850,-1942,-206,8442,1385,5675,0,0,3609,0
485270,1,1,2,27,-1,-1,-1,-1,-1,-1,52459,98667,53651,-220,-253,2096,3427,9010,10613,2762,4109,4246,0
155965,2,3,3,43,1,-2,-2,0,0,0,417,2038,1820,-1003,4613,1529,3476,1276,8324,6884,1798,1698,0
500329,2,1,1,43,-2,-2,-2,-2,-2,-2,3206,-671,11352,-1269,10180,18828,6322,3373,12336,11,172,66,0
45582,2,2,2,25,0,0,0,0,0,0,38319,23147,39978,43283,15980,14386,3838,408,2056,1019,1613,1835,0
53757,1,1,2,42,2,-1,2,0,0,0,51094,45613,41907,41500,7751,8035,1584,1438,7116,120,178,136,0
180383,2,1,1,45,1,-2,-2,-2,-2,-2,2459,902,902,1920,2352,2803,1671,157,2828,2162,6924,5150,0
78429,2,2,1,39,-2,0,-2,2,2,4,52411,12785,1985,3112,17673,-669,2977,977,0,390,0,106,1
193682,2,3,2,29,0,0,0,0,2,0,212969,223417,236259,170751,169543,170391,9615,6858,7257,7859,9009,4891,0
54174,2,3,1,38,-1,2,2,0,0,0,55783,-954,26647,5909,5375,10601,640,1361,3277,1765,2001,0,0
108372,2,2,1,29,-1,-1,-1,-1,-1,-1,-185,130,-833,1059,87,721,1768,6701,8547,587,533,5407,0
17777,1,1,2,26,0,0,0,2,-1,-2,10447,13910,4061,513,375,3003,1246,1206,630,95,0,279,1
162385,2,3,1,70,2,4,4,3,2,0,163394,149446,36210,111540,71636,160095,0,423,138,0,22,230,0
129911,1,2,1,35,0,0,0,0,0,0,83855,124030,78570,179843,150861,169539,460,12806,11587,2834,4046,2860,0
64318,1,2,1,46,0,0,0,0,0,0,44296,72262,48729,45515,62416,60452,2502,3698,2697,1678,2165,2387,0
21474,1,3,2,26,1,2,2,5,4,3,20057,20330,22863,19698,21166,-245,0,47,105,0,397,0,0
131342,2,1,2,26,-1,-1,-1,-1,-1,-1,2477,1304,1004,2045,1999,20,3526,736,2539,1423,4966,226,0
128013,2,1,1,37,0,0,0,0,0,0,98834,170648,120643,74522,149882,141383,1854,3654,8429,77023,6949,1968,0
367365,1,1,1,35,-1,-1,-1,-1,-2,0,13103,15885,17785,7,19756,201296,14534,3374,6962,2327,558,5005,0
374631,1,2,1,45,1,-2,-2,-1,0,-2,14007,24049,2507,51082,-5010,2324,0,20544,21570,181,1820,0,0
387706,2,3,2,49,0,0,0,2,-2,0,39461,26247,45523,22095,23072,2412,405,3056,4422,418,0,0,0
253122,2,1,2,41,-1,-1,-1,-1,-1,-1,3315,2390,-335,749,928,2122,2004,7427,8292,13546,8072,5949,1
127212,1,2,2,28,2,0,0,0,0,0,39688,123213,37264,39364,63990,33872,2998,5476,0,641,1531,2156,0
76140,1,3,1,40,2,2,2,0,-2,3,17268,13508,17656,14491,958,226,992,0,2023,1946,1150,35,0
182060,2,2,2,27,0,0,2,0,0,0,121726,127356,77211,121381,131289,116766,4567,2650,6881,4550,1034,3910,0
203649,1,1,2,27,-1,3,2,0,0,0,32533,29012,54118,54745,42380,42437,2887,0,1086,994,4392,128,0
348092,1,1,2,40,-1,-1,-1,-1,-1,-1,1519,2027,1005,1118,11517,-63,1458,1058,1166,212,79025,6258,0
66945,2,2,1,31,1,-2,-2,-1,-2,-2,3924,2405,783,298,43,-382,482,0,123,317,254,0,0
164205,2,3,1,41,-2,-2,-2,-2,-2,-2,-395,-1260,-415,-1000,182,995,1988,0,0,0,0,0,0
234898,1,3,2,33,-1,-1,-1,-1,-1,-1,2165,1553,1507,2363,12891,828,2963,820,209,2763,1068,346,0
146813,2,2,1,49,-1,-1,0,0,0,-1,561,-628,16485,8974,1472,18308,233,1815,3372,9454,2613,1230,0
142695,1,1,2,36,1,-2,-2,-2,6,-1,3544,4106,1244,567,3,1841,4310,7036,1371,6339,4724,4207,1
213193,2,2,1,37,0,0,0,2,0,0,206193,207632,181204,112116,157074,183734,3256,6758,11756,502,8899,7921,0
258516,2,2,2,44,-2,-2,-2,-2,-2,-2,267,896,-296,1258,1188,1233,2191,1741,7292,9238,5811,15470,0
167907,2,1,1,45,1,0,2,0,0,0,134123,211444,173571,119554,126750,230690,24842,6776,8378,15017,8271,2469,0
49813,2,1,2,26,0,0,0,0,0,0,50153,33932,46478,18622,13296,50486,12265,8890,2577,662,5323,457,1
133747,2,1,2,27,0,0,2,2,0,0,80846,92838,59973,107341,69064,109700,3046,83970,128997,1353,3850,3310,0
118898,2,2,1,35,-1,-1,-1,-1,-1,-2,1605,-928,807,1655,1170,-264,4472,1159,869,0,0,217,0
35169,2,3,1,48,7,6,5,4,3,2,115,8877,59593,2504,63503,21812,0,1021,0,0,0,2437,0
409030,1,2,1,45,-1,-1,-1,-1,-1,-1,7250,-455,-1181,7127,-2878,19275,1092,2940,1938,1072,5779,4583,0
138475,2,2,2,30,6,0,4,3,2,2,115475,146012,118404,91356,117225,77615,967,1961,2254,718,3315,6953,0
510197,1,3,2,36,2,0,2,2,0,0,63432,19865,46178,63529,23737,57337,2911,292,351,2109,8398,5603,1
404090,1,1,2,41,0,0,2,0,2,2,28635,8140,43431,19162,-124,21177,2607,1819,339,0,12112,525,1
29578,1,1,1,42,5,2,2,2,8,-2,3534,3191,2129,1775,1620,563,0,0,0,0,0,107,1
32069,1,3,2,30,0,0,0,0,0,0,11294,29656,26324,15909,15736,19512,884,2894,627,466,157,2599,0
106131,2,1,2,29,0,0,-1,2,-2,-2,41865,36895,1947,2647,949,-103,3777,3591,298,0,298,69,1
26532,1,1,1,40,2,0,0,0,0,0,11998,13762,5246,-3131,5432,892,0,604,29,313,379,0,1
22632,2,2,2,42,1,4,3,2,2,2,-963,1640,10167,889,7624,20958,0,0,0,231,1369,0,1
77813,2,2,2,28,1,0,0,0,0,0,38897,65858,33066,44057,14453,35914,767,316,471,2639,2317,1136,0
274980,2,2,3,48,-1,-1,-1,-1,-1,-1,401,1529,-165,-75,2497,1932,3539,0,9906,37579,2237,1517,0
15166,2,3,1,31,1,2,2,2,2,2,10504,8525,62074,33084,15241,53668,0,0,848,5,1086,71,1
59854,1,2,2,25,0,0,0,0,0,0,47573,23915,25943,23587,12893,-2014,3714,3178,2555,0,1825,0,0
74239,2,1,2,26,0,0,0,0,-2,0,52681,18830,66008,35555,3779,3868,2628,8619,6868,10582,5730,12871,0
145579,1,1,1,36,-1,2,-1,-1,0,0,77469,75193,96565,61275,44512,120378,1641,11354,1772,992,251,7035,0
185681,2,4,1,44,-1,2,0,0,0,0,43898,40450,14732,22875,17234,22225,1454,2693,1398,12326,2226,6035,0
137169,2,1,2,29,0,0,0,0,0,0,196689,168993,152684,94236,133411,163924,6226,5330,4881,505,7867,14540,1
122008,1,2,1,28,0,0,0,0,0,0,133526,114205,66830,77700,63504,107519,1704,1426,3113,2797,1252,5258,0
386857,2,1,2,31,-1,-1,-1,-1,-1,-1,3010,19934,1029,1435,-184,512,1456,2633,8843,1014,11216,8240,0
143778,1,2,1,34,-1,-1,2,0,0,2,46723,65999,46025,382,74587,25379,7753,1607,8228,35721,1050,3582,0
88011,2,2,1,34,2,1,-2,-1,-2,-1,35843,28318,33295,30180,19472,43701,1206,2372,34933,45,405,0,1
96077,1,3,1,46,0,0,0,0,0,0,74830,75062,35646,28314,84394,23455,5097,3501,2797,1104,778,56461,0
81921,1,3,1,30,0,0,0,0,0,0,67160,82022,75148,91121,72667,112631,1260,3688,1137,1766,4782,1599,0
29472,1,3,1,36,8,7,6,5,4,3,52424,43180,8910,22799,11043,214,0,0,0,0,105,0,0
20327,1,3,2,29,2,2,7,7,8,8,3082,5871,3658,13233,-503,1566,0,0,0,38,0,0,1
136900,2,2,1,47,-2,-2,-2,-2,-2,-2,26163,44989,21537,8218,9029,22707,3242,376,532,85,18436,1916,0
108427,2,2,2,31,0,0,0,0,0,0,162021,162832,163598,52734,108246,113710,5050,2827,3636,5697,9218,3505,0
331498,2,3,1,42,0,0,0,0,0,0,45759,138646,64079,1775,17265,15018,2301,1825,889,218,1364,355,0
152690,2,3,2,26,1,-2,-2,-1,-1,0,1560,2293,835,1714,420,432,0,137,328,0,4594,9,0
25803,2,1,2,30,-1,-1,-2,-1,-1,-2,293,266,317,189,-890,654,0,1533,84,124,0,460,0
10000,1,2,2,23,0,0,0,0,0,0,9010,24863,26606,19323,2909,18276,1857,4200,652,1386,235,294,0
84476,2,2,1,48,-1,-1,-1,-1,-1,-1,3391,-1188,15768,23388,12924,20848,1508,3101,1112,15191,10056,1712,0
177973,1,2,2,40,0,0,0,0,0,0,139725,127000,161846,99921,131463,148093,2895,11255,2806,1345,1704,1074,0
211647,2,3,1,52,-1,-1,-1,-1,-1,-1,7664,-696,-2945,1879,234,25052,1016,2674,3979,932,7336,6333,0
316947,2,1,1,37,-1,-1,-1,-1,-1,-1,4314,5901,-692,934,1423,962,3022,0,333,126,3727,0,1
22607,2,4,2,48,-2,-2,-2,0,0,0,29123,13277,24277,20118,5238,12903,7728,2592,21648,7523,6225,5846,0
126469,2,1,3,43,0,0,0,0,0,0,3484,342693,148456,463935,1844,267742,1665,1040,12365,2334,1104,2585,0
14504,2,2,2,26,-1,3,2,3,2,0,1577,18048,22845,44836,35684,6256,0,0,424,3651,269,3402,1
133863,2,2,1,28,-1,-1,-1,-1,2,0,181739,142732,113740,97510,109130,109755,3591,6671,10149,4152,4929,6944,0
358696,1,1,1,42,0,0,-2,-2,-2,-2,57529,87198,702,521,-3,1341,2443,3041,3247,957,4317,2802,0
289512,1,1,2,48,0,0,0,0,0,0,44286,40366,50347,30056,11277,1788,900,1836,1197,531,215,634,0
81032,2,3,2,51,-1,-1,-1,-1,-1,-1,1196,1677,-2081,1342,-128,1985,387,1276,4545,539,0,0,0
46537,2,3,2,26,1,0,0,0,0,0,2499,17225,2257,22220,9661,239,1260,2746,2421,104,330,650,0
156441,2,1,1,38,-1,-1,-1,-1,-1,-1,53633,47501,22832,16096,1405,18954,3596,45025,9771,78718,9783,10653,0
78690,2,1,2,25,0,0,0,0,0,0,114400,128862,85448,113351,99782,80594,3942,4704,3936,1644,3888,1513,0
112505,2,3,1,44,0,0,0,0,0,0,39139,97029,73522,40845,20096,1745,2923,1051,2750,1029,1255,14,0
56250,2,4,2,50,0,0,0,0,0,0,45531,115872,154616,37286,5326,53052,3629,296,1963,1038,3533,326,0
48414,2,1,2,25,2,2,-1,0,0,0,36460,1161,150220,52455,78281,125037,2085,0,646,73,1327,0,0
154046,2,4,2,30,-2,-1,-2,-1,-2,-2,557,-534,11542,2146,370,1686,386,0,2116,257,288,0,0
