jaccard,kendall_tau,risk
0.2,-0.06719367951154709,0.22895682
0.5,0.043478261679410934,0.3183474
0.2,0.25691699981689453,0.87819463
0.2,0.17786560952663422,0.10524033
0.2,-0.17786560952663422,0.11963241
0.0,-0.1304347813129425,0.097977355
0.5,0.12252964079380035,0.27339667
0.0,-0.0988142266869545,0.0368272
0.2,0.23320157825946808,0.05887857
0.0,0.1304347813129425,0.1446288
0.0,0.011857707053422928,0.13497691
0.5,0.17786560952663422,0.10254231
0.2,0.011857707053422928,0.34223297
0.0,-0.011857707053422928,0.16657776
0.2,0.043478261679410934,0.040338885
0.0,-0.09090909361839294,0.14125036
0.2,0.39920949935913086,0.7540907
0.0,0.06719367951154709,0.24361387
0.2,0.3596837818622589,0.19585112
0.0,-0.15415020287036896,0.123134695
0.2,0.19367589056491852,0.3154634
0.2,0.003952569328248501,0.36333597
0.0,-0.043478261679410934,0.27500504
0.0,-0.043478261679410934,0.22879806
0.5,0.48616600036621094,0.81260204
0.2,0.28853756189346313,0.173042
0.0,0.10671936720609665,0.15002364
0.0,0.003952569328248501,0.07824473
0.5,0.2806324064731598,0.60869074
0.2,-0.011857707053422928,0.1937932
0.0,-0.05928853899240494,0.11558405
0.2,0.2964426875114441,0.31937617
0.0,0.24110671877861023,0.016048653
0.0,-0.18577075004577637,0.041500933
0.2,-0.003952569328248501,0.24334465
0.0,-0.01976284570991993,0.31227988
0.5,0.0830039530992508,0.31337446
0.2,0.02766798436641693,0.084104024
0.0,0.01976284570991993,0.016185034
0.2,0.0988142266869545,0.12549743
0.2,-0.01976284570991993,0.100138985
0.0,-0.06719367951154709,0.08393008
0.5,0.35177865624427795,0.51269454
0.0,0.13833992183208466,0.178901
0.0,0.0988142266869545,0.05935783
1.0,0.6126482486724854,0.7966717
0.2,0.1462450623512268,0.13846342
0.0,0.01976284570991993,0.21121682
0.2,0.011857707053422928,0.16859683
0.0,0.02766798436641693,0.12732667
0.5,0.2648221254348755,0.5365127
1.0,0.47826087474823,0.7848887
0.0,0.02766798436641693,0.32759172
0.5,0.3280632495880127,0.3920517
0.5,0.20948617160320282,0.3897419
0.0,0.01976284570991993,0.0912307
0.2,0.28853756189346313,0.25863984
1.0,0.48616600036621094,0.74312586
0.2,0.1462450623512268,0.6882894
0.2,0.05138339847326279,0.061722737
0.0,-0.011857707053422928,0.15838961
0.2,0.0830039530992508,0.16150448
0.2,0.3754940629005432,0.12303994
0.0,0.0830039530992508,0.11072538
0.2,0.2648221254348755,0.26165244
0.0,0.05928853899240494,0.08887895
0.0,-0.07509881258010864,0.17132252
0.2,0.10671936720609665,0.29074943
0.5,0.4150197505950928,0.71245396
0.2,0.5019763112068176,0.06093038
0.0,0.10671936720609665,0.23310503
0.2,0.1462450623512268,0.3355122
0.0,0.011857707053422928,0.06737608
0.0,0.01976284570991993,0.033499036
0.0,0.011857707053422928,0.13721663
0.0,-0.011857707053422928,0.014877844
0.0,0.12252964079380035,0.114558205
0.5,0.25691699981689453,0.72668046
0.2,0.19367589056491852,0.07182241
0.0,0.20158103108406067,0.06490518
0.0,-0.043478261679410934,0.10040018
0.2,0.32015809416770935,0.14411251
0.2,0.1146245077252388,0.2569228
0.2,0.06719367951154709,0.28975597
0.0,-0.05928853899240494,0.091564216
0.0,0.12252964079380035,0.0743457
0.2,-0.043478261679410934,0.36966187
0.2,0.35177865624427795,0.118680105
0.0,0.05138339847326279,0.06853766
0.0,0.1304347813129425,0.1025628
0.0,-0.043478261679410934,0.14519979
0.0,0.19367589056491852,0.047824234
0.2,0.1620553433895111,0.24822685
0.0,-0.15415020287036896,0.040936295
0.0,-0.19367589056491852,0.06672278
0.0,0.043478261679410934,0.17737183
0.5,0.4150197505950928,0.72393024
0.5,0.24110671877861023,0.46000323
0.2,0.10671936720609665,0.10183464
0.0,0.05138339847326279,0.11275391
0.5,0.3754940629005432,0.08510378
0.2,0.17786560952663422,0.23223987
0.2,0.2806324064731598,0.10319501
0.5,0.1146245077252388,0.34032708
0.0,0.17786560952663422,0.12039606
0.2,0.2806324064731598,0.6627521
0.2,0.28853756189346313,0.32972813
0.0,0.1462450623512268,0.08738865
0.2,-0.011857707053422928,0.09116985
0.2,-0.01976284570991993,0.34516844
0.2,-0.011857707053422928,0.072085254
0.0,-0.01976284570991993,0.24492463
0.2,-0.07509881258010864,0.56536454
0.2,0.17786560952663422,0.16268016
0.2,0.01976284570991993,0.15145434
0.2,0.12252964079380035,0.046304513
0.2,0.17786560952663422,0.08435316
0.5,0.21739129722118378,0.45043448
0.5,0.24901185929775238,0.27103296
0.0,0.011857707053422928,0.16457132
0.0,0.2806324064731598,0.07721313
0.5,0.25691699981689453,0.7265696
0.0,-0.09090909361839294,0.16966207
0.5,0.4150197505950928,0.76467675
0.2,-0.05138339847326279,0.11699267
0.5,0.24901185929775238,0.7634205
0.0,-0.0988142266869545,0.1588506
0.5,0.1462450623512268,0.16072835
0.0,0.18577075004577637,0.240084
0.5,0.24110671877861023,0.27164876
0.2,0.20158103108406067,0.19884504
0.0,-0.07509881258010864,0.057425868
0.5,0.3754940629005432,0.70084226
0.5,0.16996046900749207,0.34715053
0.5,0.47826087474823,0.6688806
0.2,0.07509881258010864,0.10988537
0.0,-0.06719367951154709,0.12352466
0.0,0.06719367951154709,0.17337295
0.2,0.2648221254348755,0.4164786
0.0,0.10671936720609665,0.16787624
0.5,0.13833992183208466,0.14388353
0.0,-0.02766798436641693,0.07132161
0.2,0.1304347813129425,0.5746928
0.0,-0.09090909361839294,0.16834834
1.0,0.35177865624427795,0.583626
0.2,0.12252964079380035,0.14996818
0.5,0.24110671877861023,0.18792239
0.0,-0.01976284570991993,0.08995052
0.0,-0.01976284570991993,0.22567649
0.0,0.09090909361839294,0.058740146
1.0,0.4229249060153961,0.49798718
0.2,0.1146245077252388,0.09952975
0.5,0.24110671877861023,0.28714716
0.0,0.0830039530992508,0.15661874
0.2,0.17786560952663422,0.012075854
0.2,0.32015809416770935,0.7269636
0.0,-0.28853756189346313,0.08952454
0.0,-0.13833992183208466,0.023256948
0.5,0.25691699981689453,0.092859514
0.2,0.20948617160320282,0.54681957
0.2,0.22529643774032593,0.38738108
0.2,0.12252964079380035,0.13220805
0.5,0.09090909361839294,0.76382196
0.2,0.02766798436641693,0.20507656
0.0,-0.035573121160268784,0.08350885
0.2,0.043478261679410934,0.08582343
0.2,0.02766798436641693,0.2376764
0.5,0.05928853899240494,0.20045288
0.2,0.003952569328248501,0.30248156
0.2,0.4466403126716614,0.47526753
0.0,-0.02766798436641693,0.08392088
0.2,0.1304347813129425,0.22127771
0.0,-0.23320157825946808,0.11789378
0.0,-0.01976284570991993,0.050214127
0.2,0.043478261679410934,0.38053024
0.0,0.1146245077252388,0.05776685
0.5,0.3280632495880127,0.8111507
0.2,0.043478261679410934,0.63899475
0.0,-0.011857707053422928,0.16582768
0.0,-0.05928853899240494,0.08434564
0.0,0.09090909361839294,0.08249296
0.5,0.2806324064731598,0.61095315
0.0,-0.02766798436641693,0.052552197
0.2,-0.20158103108406067,0.13808563
0.2,0.09090909361839294,0.33119375
0.0,0.22529643774032593,0.034910854
1.0,0.17786560952663422,0.08279819
0.5,0.12252964079380035,0.25892714
0.0,-0.0830039530992508,0.08140018
0.2,-0.0988142266869545,0.06486094
0.2,0.24901185929775238,0.43914226
0.2,0.05928853899240494,0.1345522
0.0,-0.15415020287036896,0.08475686
0.0,-0.05928853899240494,0.05453132
0.2,0.1462450623512268,0.17612872
0.0,0.15415020287036896,0.09776752
0.2,0.21739129722118378,0.7090923
0.2,0.1146245077252388,0.18856044
0.0,0.0830039530992508,0.09061775
0.5,0.1462450623512268,0.38827312
0.0,0.02766798436641693,0.10516756
0.5,0.28853756189346313,0.7817075
0.2,0.09090909361839294,0.3815734
0.5,0.2648221254348755,0.44587782
0.5,0.4229249060153961,0.7473968
0.0,0.13833992183208466,0.05417709
0.0,-0.2648221254348755,0.18498194
1.0,0.3913043439388275,0.7042689
0.2,-0.011857707053422928,0.052323937
0.5,0.25691699981689453,0.1023628
0.0,-0.12252964079380035,0.09287494
0.2,-0.035573121160268784,0.120611876
1.0,0.2964426875114441,0.78335357
0.5,0.2806324064731598,0.6684094
0.0,-0.20158103108406067,0.038322248
0.2,0.20948617160320282,0.12253016
0.0,-0.02766798436641693,0.025273014
0.0,-0.0988142266869545,0.055578705
0.2,-0.01976284570991993,0.13658832
0.0,0.13833992183208466,0.20902388
0.2,0.13833992183208466,0.100757524
0.2,0.17786560952663422,0.1971479
0.0,0.10671936720609665,0.10646929
0.0,-0.23320157825946808,0.04130465
0.0,0.19367589056491852,0.08655135
0.2,-0.06719367951154709,0.15285178
1.0,0.5019763112068176,0.82715684
0.0,0.07509881258010864,0.21356004
0.2,0.4466403126716614,0.46161672
0.2,0.36758893728256226,0.17760827
0.0,-0.13833992183208466,0.048722368
0.5,0.17786560952663422,0.06799301
0.2,0.3280632495880127,0.47517002
0.0,-0.043478261679410934,0.049708977
0.0,-0.30434781312942505,0.044134717
0.2,-0.011857707053422928,0.28459692
0.2,0.13833992183208466,0.13679169
0.0,0.01976284570991993,0.117998265
0.5,0.3280632495880127,0.6213282
0.2,0.30434781312942505,0.81402314
0.0,-0.003952569328248501,0.124085575
0.2,0.10671936720609665,0.18190189
0.2,-0.1146245077252388,0.111985594
0.0,-0.1146245077252388,0.16712162
0.2,0.05138339847326279,0.60036427
0.0,-0.01976284570991993,0.10064945
0.2,0.1304347813129425,0.11929397
0.2,0.0988142266869545,0.13132435
0.0,-0.1304347813129425,0.12757315
0.2,0.4545454680919647,0.45092925
0.0,-0.2648221254348755,0.17287847
0.5,0.343873530626297,0.10240913
0.5,0.06719367951154709,0.153331
0.2,0.1620553433895111,0.37979802
0.0,0.0988142266869545,0.08833678
0.5,0.05928853899240494,0.11398539
0.5,0.27272728085517883,0.7913014
0.0,0.28853756189346313,0.1766633
0.2,0.1620553433895111,0.2415806
0.2,0.20948617160320282,0.2311167
0.0,-0.1462450623512268,0.10724297
0.2,0.1620553433895111,0.100656085
0.5,0.3913043439388275,0.74155086
0.2,-0.02766798436641693,0.12970942
0.0,0.20948617160320282,0.106007226
0.0,-0.02766798436641693,0.2946167
0.2,0.003952569328248501,0.105547756
0.2,0.1462450623512268,0.123518035
0.0,0.24110671877861023,0.11694616
0.0,0.003952569328248501,0.039157916
0.2,0.10671936720609665,0.11911232
0.0,-0.011857707053422928,0.18322608
0.0,-0.01976284570991993,0.106429875
0.5,0.21739129722118378,0.7637278
0.2,0.23320157825946808,0.0755369
0.0,-0.07509881258010864,0.06713386
0.0,0.043478261679410934,0.051725104
0.2,0.05138339847326279,0.1212458
0.2,0.24110671877861023,0.32974064
0.0,0.05928853899240494,0.108086675
0.2,0.20948617160320282,0.21284027
0.0,-0.05928853899240494,0.109096475
0.5,0.5889328122138977,0.7611393
0.0,-0.12252964079380035,0.083105884
0.0,-0.24110671877861023,0.061438974
0.0,0.10671936720609665,0.121019036
0.5,0.07509881258010864,0.6776834
0.5,0.3280632495880127,0.7640015
0.2,0.2964426875114441,0.03167973
0.5,0.38339921832084656,0.46434054
0.2,0.003952569328248501,0.14379068
0.0,0.011857707053422928,0.3611031
0.5,0.27272728085517883,0.6525376
0.0,-0.06719367951154709,0.13776295
0.0,0.15415020287036896,0.21264352
0.5,0.21739129722118378,0.74549395
0.5,0.27272728085517883,0.25508592
0.0,0.1146245077252388,0.047019072
0.0,0.13833992183208466,0.11147901
0.0,0.02766798436641693,0.10827962
0.0,0.05928853899240494,0.11642151
0.0,0.38339921832084656,0.57783693
0.0,0.003952569328248501,0.12771437
0.5,0.10671936720609665,0.072871804
0.5,0.2964426875114441,0.12500662
0.0,-0.05138339847326279,0.12258094
0.2,0.043478261679410934,0.15550545
0.0,0.01976284570991993,0.09018247
0.0,0.011857707053422928,0.17592685
0.2,0.28853756189346313,0.14802413
0.5,0.5098814368247986,0.9278752
0.0,-0.1304347813129425,0.0800556
0.2,0.18577075004577637,0.1519415
0.2,0.05138339847326279,0.32233107
0.0,0.05138339847326279,0.048387915
0.5,0.3122529685497284,0.4259495
0.0,-0.003952569328248501,0.072258376
0.2,-0.011857707053422928,0.074429914
0.2,0.343873530626297,0.41263545
0.0,0.0988142266869545,0.21142112
0.2,0.22529643774032593,0.14727198
0.5,0.4466403126716614,0.57268524
0.0,0.05138339847326279,0.04430816
0.0,-0.01976284570991993,0.0962777
0.0,-0.035573121160268784,0.058081616
0.0,0.12252964079380035,0.135245
0.2,0.0830039530992508,0.03131431
0.2,0.13833992183208466,0.1587776
0.5,-0.003952569328248501,0.17785323
0.2,0.16996046900749207,0.60202336
0.2,0.13833992183208466,0.119515166
0.0,-0.07509881258010864,0.04467099
0.0,0.25691699981689453,0.041165806
0.0,-0.07509881258010864,0.12100685
0.5,0.2964426875114441,0.6968043
0.0,-0.09090909361839294,0.14338887
0.0,0.02766798436641693,0.26004547
0.2,0.16996046900749207,0.06419672
0.0,0.06719367951154709,0.069982484
0.2,0.09090909361839294,0.32207134
0.0,0.011857707053422928,0.3598219
0.0,0.21739129722118378,0.51167136
0.0,-0.0830039530992508,0.19795452
0.0,-0.043478261679410934,0.054805174
0.0,-0.1304347813129425,0.07281305
0.5,0.3913043439388275,0.63539153
0.0,-0.1304347813129425,0.06547549
0.2,0.4150197505950928,0.26028466
0.0,0.011857707053422928,0.0885664
0.2,-0.06719367951154709,0.101538084
0.0,-0.003952569328248501,0.13553305
0.5,0.20158103108406067,0.53211504
0.2,0.0988142266869545,0.33342385
0.0,-0.13833992183208466,0.08102275
0.2,-0.011857707053422928,0.18177192
0.2,-0.05138339847326279,0.062382918
0.2,0.17786560952663422,0.459843
0.0,0.25691699981689453,0.25747204
0.0,-0.10671936720609665,0.044213742
0.2,0.01976284570991993,0.15268393
0.0,0.17786560952663422,0.23524915
0.0,0.003952569328248501,0.10526033
0.5,0.27272728085517883,0.22612822
0.2,0.15415020287036896,0.17212382
0.0,0.035573121160268784,0.039602254
0.2,0.0988142266869545,0.22157611
0.0,-0.05928853899240494,0.15698314
0.0,0.035573121160268784,0.080699146
0.5,0.27272728085517883,0.7931541
0.0,0.06719367951154709,0.037405625
0.2,0.10671936720609665,0.2930252
0.0,-0.05138339847326279,0.045530956
0.0,-0.09090909361839294,0.11839194
0.0,-0.09090909361839294,0.031645715
0.5,0.3280632495880127,0.48993167
0.2,0.16996046900749207,0.57480043
0.5,0.20948617160320282,0.5641873
0.0,0.1304347813129425,0.09437958
0.2,-0.05928853899240494,0.587078
0.5,0.19367589056491852,0.34178376
0.2,-0.05138339847326279,0.11820572
0.2,0.19367589056491852,0.52145326
0.2,0.09090909361839294,0.09288832
0.0,-0.035573121160268784,0.06891823
0.0,-0.003952569328248501,0.017553605
0.2,0.13833992183208466,0.36060697
0.5,0.15415020287036896,0.26718244
0.0,-0.05138339847326279,0.096774936
0.0,0.2648221254348755,0.036325518
0.0,-0.22529643774032593,0.18403503
0.0,-0.01976284570991993,0.08389
1.0,0.39920949935913086,0.7529424
0.5,0.16996046900749207,0.37116632
0.2,0.13833992183208466,0.12674618
0.0,-0.011857707053422928,0.06896025
0.0,0.0988142266869545,0.16159992
0.5,0.47826087474823,0.65614647
0.2,0.1462450623512268,0.19993678
0.0,0.05928853899240494,0.09383204
0.2,-0.02766798436641693,0.17855664
0.0,-0.003952569328248501,0.01722869
0.5,0.17786560952663422,0.6845509
0.0,-0.35177865624427795,0.13323076
0.2,0.06719367951154709,0.5912755
0.2,-0.1146245077252388,0.18205151
1.0,0.5494071245193481,0.8031296
0.0,0.07509881258010864,0.09129165
0.0,0.3122529685497284,0.1960367
0.0,-0.19367589056491852,0.15588814
0.2,0.1146245077252388,0.21970482
0.0,-0.21739129722118378,0.093285695
0.0,0.05928853899240494,0.10507121
0.0,0.12252964079380035,0.18037182
0.2,-0.05928853899240494,0.15390263
0.0,0.003952569328248501,0.027740682
0.0,-0.0988142266869545,0.09739539
0.2,0.33596837520599365,0.47794572
0.2,-0.011857707053422928,0.10898375
0.0,-0.02766798436641693,0.09829111
0.0,-0.043478261679410934,0.22849403
0.2,0.18577075004577637,0.10377799
0.2,-0.01976284570991993,0.18971485
0.2,0.28853756189346313,0.09001731
0.5,0.3122529685497284,0.72988564
0.5,0.10671936720609665,0.7613044
0.0,-0.0988142266869545,0.08472845
1.0,0.3280632495880127,0.54267955
0.2,-0.12252964079380035,0.12552272
0.0,0.20158103108406067,0.4122551
0.5,0.24110671877861023,0.70743656
0.5,0.09090909361839294,0.81649697
0.0,0.09090909361839294,0.13139851
0.5,0.1304347813129425,0.39639208
1.0,0.3913043439388275,0.7579481
0.2,-0.011857707053422928,0.21101
0.0,-0.02766798436641693,0.076158755
0.0,-0.05928853899240494,0.15371223
0.5,0.17786560952663422,0.10354281
0.0,-0.09090909361839294,0.21109885
0.0,-0.15415020287036896,0.1089672
0.0,-0.28853756189346313,0.11554114
0.0,-0.20158103108406067,0.08184557
0.2,0.12252964079380035,0.37989867
0.0,-0.003952569328248501,0.02595363
0.0,-0.1304347813129425,0.07771229
0.2,0.22529643774032593,0.22537856
0.2,0.06719367951154709,0.1878502
0.5,0.011857707053422928,0.26096556
0.0,-0.13833992183208466,0.0721329
0.2,0.02766798436641693,0.076435015
0.0,-0.19367589056491852,0.14888158
0.5,0.3754940629005432,0.5547677
1.0,0.3913043439388275,0.76941437
0.5,0.3596837818622589,0.84300494
0.2,-0.05928853899240494,0.06709836
0.0,-0.12252964079380035,0.11831958
0.0,0.24110671877861023,0.04714292
0.2,0.22529643774032593,0.43258622
0.0,0.0830039530992508,0.07066022
0.2,0.3596837818622589,0.35754722
0.2,0.10671936720609665,0.051491477
0.2,0.16996046900749207,0.13692828
0.0,0.011857707053422928,0.21485311
0.2,0.18577075004577637,0.26093945
0.0,-0.0988142266869545,0.102000035
0.0,0.2648221254348755,0.2625876
0.0,-0.21739129722118378,0.052373875
0.2,0.003952569328248501,0.1652987
0.2,-0.011857707053422928,0.05171954
0.2,0.0988142266869545,0.08265167
0.2,0.36758893728256226,0.17902806
0.2,0.20158103108406067,0.11487938
0.0,-0.05928853899240494,0.053723406
0.2,0.1462450623512268,0.16639023
0.5,0.33596837520599365,0.6971864
0.2,0.0830039530992508,0.21303838
0.0,0.043478261679410934,0.02860116
1.0,0.573122501373291,0.7661088
0.5,0.3754940629005432,0.8410831
0.0,0.003952569328248501,0.16835462
0.2,0.20158103108406067,0.24139723
0.2,-0.02766798436641693,0.10450976
0.2,0.3122529685497284,0.08186646
0.2,-0.043478261679410934,0.09244917
0.0,0.011857707053422928,0.08318225
0.0,-0.09090909361839294,0.16226488
0.2,-0.06719367951154709,0.2668997
0.2,0.035573121160268784,0.18130086
0.0,-0.003952569328248501,0.2822256
0.5,0.20158103108406067,0.57730633
0.0,0.1146245077252388,0.30753347
0.5,0.1620553433895111,0.62849545
0.2,0.12252964079380035,0.4134036
0.5,0.19367589056491852,0.72135246
0.2,0.05138339847326279,0.16893147
0.0,-0.1304347813129425,0.14339869
0.0,0.0830039530992508,0.06802701
0.0,-0.07509881258010864,0.05132916
0.0,-0.18577075004577637,0.09017838
0.2,-0.1620553433895111,0.17113988
0.0,0.24901185929775238,0.13329373
0.0,-0.035573121160268784,0.16630909
0.2,0.1620553433895111,0.687439
0.0,0.01976284570991993,0.20151134
0.0,-0.13833992183208466,0.036321778
0.2,0.16996046900749207,0.20824155
0.0,-0.043478261679410934,0.107642315
0.0,0.25691699981689453,0.06883081
0.2,0.05928853899240494,0.13597888
0.0,0.1462450623512268,0.057617314
0.0,0.05928853899240494,0.04461985
0.0,-0.043478261679410934,0.155321
0.0,0.07509881258010864,0.07829969
0.0,0.035573121160268784,0.33799496
0.0,0.1146245077252388,0.08243372
0.2,0.19367589056491852,0.10931471
0.5,0.043478261679410934,0.19017322
0.2,0.4071146249771118,0.33932462
0.2,0.12252964079380035,0.15425652
0.0,0.12252964079380035,0.096166395
0.2,-0.07509881258010864,0.14274386
0.0,-0.035573121160268784,0.121493064
0.5,0.20158103108406067,0.6871919
0.2,0.23320157825946808,0.066494994
0.2,0.05138339847326279,0.16011228
0.0,-0.21739129722118378,0.18927753
0.2,0.12252964079380035,0.15236881
0.5,0.343873530626297,0.02825013
0.0,0.05928853899240494,0.2573368
0.0,0.1304347813129425,0.048758704
0.5,0.3596837818622589,0.4034123
0.0,-0.1620553433895111,0.09922292
0.0,-0.15415020287036896,0.044162937
0.2,0.20158103108406067,0.041185226
0.0,-0.09090909361839294,0.087325945
0.2,-0.043478261679410934,0.33290327
0.0,0.17786560952663422,0.034306813
0.0,0.10671936720609665,0.04052761
0.2,0.17786560952663422,0.25177634
1.0,0.5256916880607605,0.85515404
0.0,-0.1146245077252388,0.044141013
0.2,-0.1146245077252388,0.17688073
0.5,0.32015809416770935,0.41082647
0.0,0.3280632495880127,0.11113452
0.0,-0.0988142266869545,0.056410436
0.0,0.17786560952663422,0.20458952
0.0,0.011857707053422928,0.14200391
0.0,0.043478261679410934,0.09876907
0.2,0.20948617160320282,0.5626976
0.0,-0.12252964079380035,0.08476662
0.2,-0.05928853899240494,0.09730569
0.0,0.07509881258010864,0.07878577
0.0,-0.1462450623512268,0.14522134
0.2,0.17786560952663422,0.19696467
0.2,0.0830039530992508,0.036771763
0.2,0.043478261679410934,0.039994564
0.2,0.15415020287036896,0.6009086
0.0,-0.043478261679410934,0.08591365
0.2,0.06719367951154709,0.083832264
0.0,-0.05928853899240494,0.1719933
0.0,-0.12252964079380035,0.11059764
0.5,0.4624505937099457,0.79112697
0.0,0.07509881258010864,0.12635046
0.0,0.05928853899240494,0.032347407
0.0,-0.043478261679410934,0.04675927
0.0,-0.05928853899240494,0.03503735
