LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
50807,1,3,2,49,0,0,0,0,0,0,43705,54833,36019,25501,9073,29452,4783,1683,874,590,0,344,0
154724,2,2,1,54,1,-2,-1,-2,-2,-2,487,1212,1840,2344,184,302,660,1623,2539,1987,75,949,1
135554,1,2,2,28,0,0,0,-1,0,0,48711,95527,104397,81418,9838,18149,6203,72672,3821,36646,140,307,0
50064,2,3,2,27,0,0,0,0,0,0,18923,13727,40359,15431,12590,18438,405,174,420,7,337,273,0
55559,1,2,2,37,0,0,0,2,0,0,19486,48704,11964,56549,19403,-1171,2901,3335,637,1833,10,181,1
32401,1,1,1,39,2,3,2,0,0,8,18339,20748,20484,12820,10115,37077,608,0,9031,1356,69,428,0
23510,2,1,1,38,2,2,2,-2,-2,-2,21202,3930,-140,1641,-208,276,1809,45,651,130,0,379,1
228395,2,1,2,27,-1,-1,-1,-1,-1,-1,292,404,-1795,3318,1279,-875,0,0,136,0,0,0,0
48533,2,3,1,40,0,4,0,0,0,0,35556,14738,43394,14240,27671,4454,1473,1169,508,186,0,159,0
122240,2,2,1,38,-1,-2,-2,-2,-1,-2,514,-192,-368,1440,65,-539,782,952,0,0,0,0,1
181613,1,2,2,22,0,0,0,0,2,0,102644,44513,46177,169275,179229,6059,2830,2049,729,318,1437,1189,1
84211,2,3,1,31,1,2,2,2,2,2,19265,2068,42411,70531,75956,42258,2048,4626,2922,3800,4548,1709,1
32489,1,2,1,37,1,2,2,2,2,2,21990,17904,15346,19506,16437,19232,1632,1329,3391,558,1279,0,1
371711,2,2,3,30,0,0,0,0,-1,0,23965,12541,785,24382,920,262,2377,870,0,281,829,0,1
176144,2,2,1,37,-2,-2,-2,-2,-2,-2,-372,682,1284,1234,-1555,973,0,1335,997,0,0,144,0
294311,2,2,1,36,0,0,0,0,0,0,17408,21900,13460,40173,4144,12093,4993,3476,4535,1720,921,592,0
315978,2,2,1,33,-2,-2,-2,-2,-2,-2,-604,-882,-1353,712,2240,-777,0,1123,2927,1498,532,619,0
133901,2,3,2,55,0,0,2,-1,0,0,5032,126589,313208,144337,122054,118567,9580,12477,9332,4483,5445,9210,0
171758,2,1,1,38,0,0,0,0,0,0,194219,173941,116633,74696,86770,95592,28484,2889,3996,2508,3336,1077,0
15583,1,1,2,23,0,0,0,0,0,0,43349,230084,54983,51667,29837,8361,3874,1751,2003,2840,68,864,0
45769,1,3,1,42,0,0,0,0,0,0,43806,49913,18185,11484,28247,59,1729,853,3274,3420,0,0,0
56031,1,3,3,48,0,0,0,0,0,0,50753,55128,59222,20030,16021,13565,5601,4324,203,1192,0,0,0
410371,2,2,2,28,-2,-2,-2,-2,-2,-2,13847,14051,3572,10056,8920,1687,1409,1625,11861,456,230,139,0
42554,2,2,1,31,0,0,0,0,0,0,23705,67828,57297,36599,49101,39076,4643,1320,3981,2664,1597,3070,1
24775,1,1,2,33,1,2,0,2,4,5,18043,23232,50733,404,16308,28818,1632,139,1176,200,0,112,1
46411,2,1,2,34,1,-2,-1,-2,-2,-2,-211,-654,-1133,-482,287,-1251,838,1073,768,0,0,0,1
128582,2,2,2,30,0,0,-1,2,0,-2,77610,136676,74324,69952,74762,103762,6113,9182,3051,3895,3768,0,0
70078,1,2,2,29,4,4,3,3,2,2,83962,94524,24881,62998,45955,-599,1237,89,1495,655,57,0,0
93403,2,2,1,54,1,0,2,2,2,2,49180,43635,4456,43802,20029,39253,11663,9092,8135,1654,6018,14609,1
150703,2,4,2,34,3,2,2,2,-1,-2,96443,151537,110160,1427,-55,-130,1662,2738,2012,361,12,0,0
167685,2,1,2,34,2,2,2,2,2,2,153041,163174,56232,40623,95929,50793,14411,3409,6851,413,0,0,1
19129,2,3,1,27,1,2,2,2,2,2,9173,18368,18354,9370,10499,9902,0,1248,0,0,0,128,1
88675,1,2,1,35,0,-2,-2,-1,-1,-1,46558,50656,337103,115481,21701,8570,2425,66930,3171,2740,3808,311,1
51800,2,2,2,40,1,2,2,-1,0,6,4509,2828,590,3297,1284,-1288,392,353,397,145,0,627,0
156657,2,2,1,42,0,0,0,0,0,0,72045,135377,78268,138032,76940,71710,1075,4379,8767,2373,4979,6335,0
185759,2,2,2,28,-2,-2,-2,-2,-2,-2,2837,-62,-61,3054,-2798,-1520,0,38,907,0,0,0,1
248509,2,2,2,34,1,-2,-2,-2,-2,-2,3158,2078,-1427,3020,762,-968,737,278,315,397,285,140,0
116073,2,2,2,63,-1,-1,-2,0,-1,-1,-1055,1955,1669,1088,13746,5543,1389,2185,2002,812,140,248,1
267425,2,2,1,55,0,0,2,0,0,0,184832,183405,147506,80746,155351,122804,565,3287,2854,2236,5085,17856,1
48260,2,2,1,24,4,3,2,2,2,0,13793,47844,23761,48576,18104,3500,1244,399,1645,461,1583,168,1
82110,2,2,2,33,0,0,0,0,0,0,71577,89536,34070,29796,64074,47225,4100,1665,1581,2125,0,2075,1
118886,1,2,2,67,0,0,0,0,0,0,69189,95552,92735,65493,84328,91126,4154,4676,6556,3105,4725,6485,1
332908,1,3,3,43,0,0,0,0,0,0,58403,18411,36727,21583,13602,26278,17845,486,20158,10544,16087,454,0
55444,2,2,1,48,1,2,2,2,2,2,24670,52663,15394,38705,21587,22675,1211,1265,1844,2368,0,375,0
53863,2,3,3,35,1,3,2,2,-1,0,34933,20807,29710,2467,2779,198,2112,224,2001,350,0,0,0
22323,2,1,1,37,1,2,7,6,8,-2,3504,1610,1262,-132,-2318,1294,0,630,0,0,0,453,1
133355,2,2,1,37,1,-2,-2,0,-2,-2,199,1912,183,910,584,-1064,934,925,738,468,0,634,0
313318,2,2,1,36,-1,-1,-1,-1,-1,-1,2216,2494,1350,920,-1219,3671,992,2468,4051,605,2095,294,0
144608,1,2,2,32,0,0,0,0,-1,-2,70904,156182,82726,71188,135344,83013,3823,4031,2324,348,5144,2229,0
25499,2,2,1,42,2,2,2,2,2,2,16177,11626,18360,9085,18169,28606,2788,1416,1070,363,1490,1182,1
511321,1,2,2,29,2,0,2,2,2,2,307180,447577,70155,144610,343918,122443,9362,3038,11212,30,22134,43617,1
156377,2,2,2,32,0,2,2,2,2,2,226451,170009,105873,9851,151426,135460,1819,3580,1957,4849,3918,3634,1
53699,1,2,1,61,0,0,0,0,0,0,48374,43616,31677,21051,31250,46766,1555,1745,3448,1766,1654,1928,1
127474,2,1,2,32,0,0,2,-1,0,0,55099,112797,53340,40257,47798,21662,3688,8077,8234,1641,14,924,0
157805,2,2,2,27,0,0,-1,-1,-1,-1,605,2059,41379,15962,13029,2274,2565,6852,79,5743,505,14,0
28314,1,3,2,23,2,2,8,7,7,8,3029,3474,2732,-830,-1259,144,293,0,1143,0,0,67,1
141202,1,3,1,37,-2,-2,-2,-2,-2,-2,10723,11051,60,9709,5739,10705,2452,1930,9510,1177,144,1351,0
131678,1,3,2,36,0,0,2,2,0,0,68421,82945,68155,37773,131075,117569,10753,12240,10081,2035,4549,91610,1
54967,2,2,2,25,1,-2,2,2,2,2,52486,43134,31017,17437,31062,8497,7490,1012,2774,408,0,0,1
33706,2,2,1,41,1,2,2,2,2,2,29371,13060,2149,18866,17173,25097,1474,2418,1844,810,5592,1280,1
384696,2,3,1,40,1,-2,-2,-2,-2,-2,-1511,794,-955,13465,-2882,-2106,995,263,1078,172,0,705,0
131219,1,2,2,29,-1,-1,-2,-1,-1,-2,-754,781,1955,2878,-302,-1319,0,340,582,0,111,1706,0
155950,2,2,1,30,1,-2,2,3,2,0,1599,899,9988,17675,1517,16679,1098,0,81,170,3491,0,0
53348,2,3,1,37,1,2,2,2,2,2,47498,43010,24808,13629,14934,29190,6645,0,857,0,102,292,1
163169,2,3,2,27,1,-1,7,5,4,3,345,2576,936,1924,728,649,0,0,930,0,0,0,1
301322,2,1,1,23,-2,-2,-2,-2,-2,-2,683,328,277,-543,-1742,-183,114,1224,6456,2474,9356,406,0
193151,2,3,2,30,1,2,2,1,2,2,2361,-346,617,2371,1007,-1150,0,1375,322,13,195,0,1
231691,1,2,1,39,-1,0,-1,-1,-1,-1,1271,18406,29791,20900,16364,9852,2835,3814,3593,6154,7609,386,1
384876,2,1,1,34,0,0,2,2,2,2,39216,44964,33985,7153,36249,11058,12080,74,6040,18,3836,145,1
136142,1,2,2,35,0,1,-2,-2,-2,-2,-860,11707,-1115,397,-1626,-699,2442,3202,1033,1126,0,585,1
125716,2,2,2,28,2,2,4,3,2,2,119989,79499,86806,109116,76587,132637,12690,363,2737,159,1654,126,1
223546,2,4,2,31,-2,-2,-2,-2,-2,-2,2764,1285,25,1970,-484,-383,1148,134,1240,391,0,0,1
50859,2,2,1,30,2,2,2,2,2,2,32176,25824,22706,52753,45553,17921,1814,406,823,359,1469,2401,1
26837,1,3,1,39,4,2,3,2,0,0,22336,12698,28801,10283,12332,7671,0,12,754,473,765,563,0
49219,2,2,2,22,0,-2,-2,0,0,-1,1689,8167,8944,11463,16464,15110,1597,2723,17687,6598,3902,11670,1
345877,1,1,1,38,2,2,0,0,2,0,432001,370006,359462,180073,147741,412887,6539,1570,8677,40,4399,660,1
157831,2,2,2,50,-2,-2,-2,-2,-2,-2,42979,2721,-117,2962,-576,-129,715,1462,1933,1739,4,74,0
148809,1,1,1,47,-1,-1,-1,0,0,0,61642,82359,35478,67123,110640,68438,116557,18499,8563,5633,39085,2520,0
172276,2,1,2,32,-2,1,2,-1,-1,-1,72872,136976,76053,74932,143930,96437,41753,112452,7561,7163,9507,19682,0
28478,2,2,2,29,1,4,4,0,2,0,23646,13749,34179,28183,57534,31160,10771,108,0,426,293,2190,0
146295,2,1,2,31,0,0,0,0,0,0,88607,152614,222894,122235,185219,128883,9709,10381,6919,6713,10217,4252,1
113837,2,2,1,36,1,2,2,-2,7,6,3033,4030,3631,2326,1304,188,427,0,553,0,0,0,1
193556,2,2,1,55,-1,-1,-1,-1,-2,-2,-270,99,115,986,425,-779,1060,850,471,0,0,57,0
50174,2,3,1,26,2,2,7,7,7,7,1486,1907,2619,3970,959,1517,140,131,0,0,0,0,0
156880,1,2,1,33,6,5,4,3,2,0,102489,67582,92972,43551,67109,77569,282,0,0,0,582,1884,1
30980,2,3,1,45,1,2,2,0,0,0,1224,2501,14435,11811,16676,11601,361,2311,3404,1410,135,516,0
161226,2,2,2,35,-2,-2,-2,-2,-2,-2,1043,1775,-1107,3615,98,-832,0,1365,1267,267,3069,226,0
18329,1,2,2,22,0,0,0,-1,-1,-1,9054,7128,34747,701,446,6358,4122,3951,2300,1343,1764,0,1
81212,2,2,1,36,-1,-1,-1,-1,-1,-1,141,1310,-805,2862,1918,-441,461,1105,2599,645,1964,253,0
17069,1,3,2,29,2,2,2,5,4,3,2943,51085,840,26424,25531,18698,0,698,768,582,0,0,1
18219,2,3,1,47,1,2,7,7,7,7,875,2805,3010,569,1253,-250,0,0,486,0,0,110,0
214750,2,2,1,43,-1,-1,-1,-1,-1,-1,2721,2931,-109,857,-852,527,731,0,980,2387,90,1671,0
345150,1,2,1,38,1,4,3,2,5,0,16654,293997,15272,258175,24616,9076,4720,21,2405,4558,3155,5213,0
154453,1,1,1,38,0,0,0,0,0,-2,71373,87745,82091,52384,87250,101297,1148,309,5898,1561,1518,558,1
82619,1,2,1,40,0,0,0,0,0,0,73227,84850,77304,74358,68888,106872,5911,513,3305,2419,1179,2221,0
131526,2,1,2,30,-1,-1,-1,-1,-1,-1,147,3185,1935,1416,2138,-1417,2163,3559,4193,0,0,0,0
28837,2,2,1,35,3,3,2,3,2,2,17159,13002,13124,2636,848,2146,1374,22,833,31,0,0,1
250903,2,1,2,35,1,-2,-2,-2,-2,-2,2803,608,-1057,555,-965,-191,0,1469,0,0,0,0,1
49720,2,1,2,41,4,5,4,3,2,0,47910,47621,33439,64724,74120,41759,2362,427,120,0,1644,308,0
25677,2,3,1,28,1,3,2,2,2,2,1004,121,4487,-255,-2170,-2327,0,0,321,0,0,148,1
99677,2,3,1,39,0,0,0,0,0,0,43317,47422,49567,21078,15903,16432,4117,20884,9019,3622,63,2161,0
284794,2,2,1,48,-2,-2,-2,-2,-2,-2,8755,12563,-903,-21,-635,503,6983,93255,40825,0,13,0,0
164011,2,2,1,69,3,2,2,2,2,2,98213,143875,140208,105103,155359,151373,4229,4213,3691,3950,3673,0,1
387069,1,2,1,45,2,0,1,0,-1,-2,113678,273552,477208,147474,72359,278775,3938,30360,8386,3999,11500,227,1
56045,1,2,1,41,1,-2,-2,0,0,0,1441,943,1428,3953,-226,-250,480,1253,604,255,207,783,0
79276,2,3,1,34,1,2,2,2,2,2,57050,27122,15171,26906,39243,37268,1435,789,1319,299,0,663,1
163406,2,3,1,55,0,0,0,0,0,0,95595,134551,78564,83456,91650,65471,9941,4985,2360,2397,1468,1937,1
23447,2,3,1,53,1,2,3,4,5,4,312,16997,21691,1994,25147,-947,0,505,1944,0,0,0,0
41258,1,3,1,48,0,0,0,0,0,0,17655,81043,36036,90117,94106,91476,1955,1536,4586,2330,1209,2263,0
161975,2,4,1,32,1,-2,-2,-2,-2,-2,-1013,-788,-638,-104,-2190,-402,0,0,0,0,0,0,0
131404,2,1,2,36,-2,0,-1,0,0,0,65986,7685,33330,16206,14634,10383,8757,3091,6531,396,1534,6047,0
135402,2,2,2,53,1,2,2,2,2,0,120139,125037,122089,82033,78921,121376,4224,4704,6613,7976,43,382,0
317154,2,1,2,39,-2,-2,-2,-1,-1,-2,-2018,-590,1097,1793,-887,-19,0,0,701,287,86,55,0
143533,2,2,1,38,-2,-2,-2,-2,-2,-2,19334,13469,284,1161,8414,-1107,277,1195,987,4371,0,0,0
31965,2,1,1,52,1,2,2,2,2,2,35394,34843,39675,39004,27105,29481,1174,1622,964,68,94,62,1
45800,2,2,1,22,0,0,0,0,0,0,79483,41317,44134,37639,37705,63045,6771,4439,2446,2248,981,1744,1
158130,2,2,2,37,-1,-1,-1,-1,-1,-1,-1173,1000,823,1986,228,-713,810,503,453,0,116,9367,0
126102,1,3,2,36,-1,0,0,0,0,0,43233,52417,33938,23163,9470,1207,4148,1167,3527,543,1773,436,0
49236,1,2,2,23,0,0,2,0,0,0,1580,-1066,-751,16352,9716,8683,0,1400,23,668,1555,0,1
33601,2,3,3,37,1,2,2,0,0,0,22020,3958,19054,23735,14654,14781,580,505,490,2357,169,219,1
122583,2,2,2,27,4,3,2,2,3,0,45782,52259,25805,19991,39701,29481,218,0,769,663,1429,1083,1
60497,1,2,2,37,0,0,0,0,0,2,51582,41681,39922,47187,33774,55103,1799,1324,523,662,243,565,0
111723,1,2,2,38,0,2,2,0,0,0,122701,102978,60016,21567,92220,20611,814,4612,47,2831,164,319,1
416785,2,1,1,49,-1,-1,-1,-1,-1,-1,307351,408118,417273,328223,137158,293148,12561,100276,7871,5743,17477,208329,0
23854,2,3,1,37,1,-1,2,-1,-2,-2,2304,2100,7547,1454,1065,-1003,1561,167,313,0,0,455,1
366383,1,2,1,34,1,-1,-1,0,0,0,2626,352,-155,106,262,-404,238,2937,3779,4759,1680,1417,0
20657,2,2,2,31,3,2,2,7,7,4,1890,2082,2755,4015,1976,-230,0,796,225,0,0,0,1
24566,1,1,2,26,0,0,0,0,0,0,44750,54769,47515,16418,22500,8290,1312,4275,1192,2810,526,2491,1
355525,1,2,1,37,5,0,2,2,2,0,166286,362356,250159,340766,230929,217819,2052,0,480,2586,5804,6154,1
14219,2,2,2,21,1,4,2,3,2,0,45756,25479,1270,32791,48034,26524,961,0,422,1952,1224,1465,1
186022,2,2,1,38,2,2,5,4,3,4,79175,2568,1111,1895,1828,-109,1107,0,43,0,0,451,1
284290,2,2,1,56,1,-2,-2,-2,-2,-1,1956,1670,1859,943,398,-479,718,311,1144,245,650,21637,0
149249,2,1,2,29,0,0,0,0,2,0,96101,53470,50600,58235,6073,1955,3186,530,499,171,0,259,1
123702,2,2,2,29,1,-1,-1,-1,-1,-1,-2958,1470,-374,1904,-1101,-2388,681,0,841,0,2179,0,1
363465,1,3,1,37,1,0,0,0,0,0,554,10792,67671,8864,17802,9558,6612,941,7673,146,167,0,0
383613,2,3,1,39,-1,-1,-1,-1,-1,-1,1233,-503,-42,-1811,2173,9508,0,1012,3562,694,242,3106,0
18424,2,3,1,35,1,2,2,2,0,2,24905,25253,26139,10525,6024,20370,889,7399,1246,134,1136,0,1
31928,2,3,1,41,8,2,6,5,4,3,-688,-1883,415,21655,30151,-117,0,0,489,0,0,618,0
128110,2,2,2,33,0,0,0,0,2,0,69727,89646,100792,66222,81865,78377,2405,4135,4215,2695,249,2656,1
130017,2,2,2,32,-2,-2,-2,-1,-1,-1,2405,549,1870,17993,13337,11064,1431,13585,2010,3431,24386,4042,0
142729,2,2,1,45,0,0,0,0,0,0,19838,45312,28097,14437,20939,20864,684,1018,1735,1632,1129,1254,0
21071,2,2,2,30,1,2,7,6,7,-1,952,4141,2984,27008,875,11470,288,1008,669,1339,0,227,1
222319,2,2,1,38,-2,-2,-2,-2,-2,-2,-170,-729,510,1342,-1962,-416,0,2693,821,22,423,712,0
225241,2,2,1,30,1,-2,-2,-2,-2,-2,-954,46,-1765,-332,-1967,-954,918,0,418,46,0,0,0
137437,2,2,1,47,0,0,0,0,0,0,271397,262871,215517,101497,238841,134057,11294,4197,2239,5407,4805,392,0
49883,2,3,1,36,0,-1,-1,0,0,0,9833,394,9891,19551,22628,16022,1855,762,2185,1491,705,1521,0
60777,2,3,2,49,8,7,6,5,4,3,33822,31707,32099,40830,29488,16152,0,0,0,0,0,0,0
46429,2,2,2,32,0,0,0,0,0,0,45830,9977,34615,17740,11202,16021,1496,482,3466,796,137,3033,0
35668,2,3,1,38,8,7,6,5,4,3,13955,189951,187393,29821,33762,369487,0,0,0,0,0,87,0
218493,2,2,2,24,1,3,2,3,2,0,3179,718,14209,13829,17123,41320,1120,128,487,427,3723,253,1
198842,2,3,1,46,1,0,0,0,0,0,12779,69131,29687,14276,35488,43067,2992,1397,3142,92205,1030,115,1
51860,2,1,1,47,0,0,0,0,0,0,48542,57643,35607,49289,42917,66239,6248,2032,1493,403,212,216,0
75936,2,2,1,29,2,2,2,2,2,2,99560,54313,42694,88663,93903,78772,752,1476,177,946,751,608,1
228665,1,3,1,37,1,2,2,2,0,0,194254,77694,16541,13790,19471,290244,0,1402,1114,275,224,580,1
125229,1,2,1,34,0,0,0,0,0,0,2128,1218,-1452,1470,1946,-655,2638,725,1326,819,201,1447,0
406039,2,2,2,29,-1,-1,-1,-1,-1,-1,12651,19035,-663,1371,16217,-98,3424,5716,2804,9218,6320,2929,0
379815,2,2,1,44,0,0,0,0,0,0,212987,256556,222045,204784,196590,205563,10375,20399,6996,6594,1453,16,0
51454,2,2,1,37,-1,-1,-1,-1,0,0,1447,2730,-1487,16561,15978,712,1618,1559,7535,5666,2421,16,0
378050,1,3,1,29,-1,-1,-1,-1,-1,-1,-45,2687,881,1447,250,4961,0,690,38056,2760,384,727,0
407466,2,2,1,37,7,6,5,4,3,2,412263,376933,115983,300441,318072,157416,0,489,105,0,0,3485,0
28266,2,3,1,53,2,0,0,-2,0,0,45163,172,37476,12664,13432,301,269,1182,590,428,821,0,0
168441,2,2,2,52,2,2,2,2,0,0,84500,166503,47611,27067,214676,32940,5319,7153,6768,4611,70,0,1
139632,1,2,1,42,1,2,6,4,5,4,7051,13589,58403,32033,1867,-258,1081,1091,406,0,0,343,1
336961,2,2,2,32,0,0,0,0,0,0,107319,104796,171002,131881,162489,135718,10354,3515,2132,5123,13235,7940,0
132996,2,2,1,37,-1,0,-1,-1,-1,-1,-910,481,1843,1470,543,385,0,0,1615,913,2327,1859,1
160460,1,2,1,32,-1,-1,-1,-1,-1,-1,-1289,-1009,-170,1809,-565,-1716,365,3605,3216,4781,206,20,0
111338,1,2,3,40,-1,-1,-2,0,-1,-1,480,1582,699,242,-1373,497,3767,4162,3854,2801,3132,1440,1
382628,2,2,1,24,0,0,0,0,0,0,228634,218801,279898,180092,177508,154330,12257,9021,2934,5042,11351,5031,0
155473,2,4,2,52,0,0,0,2,-2,-2,36888,55190,17749,469,-730,-16,4989,15,2538,0,133,31,0
49594,1,2,1,34,1,4,3,2,2,0,22067,6769,7923,2542,502,8381,2075,0,0,335,0,0,1
434253,2,1,2,36,0,-1,0,0,0,0,2368,1227,13705,16497,14797,23165,5247,260,10911,4272,18291,634,0
57112,2,3,3,25,0,-2,2,-2,-1,-1,11236,17221,9906,17841,791,-32,6651,2289,340,227,123,0,0
21590,1,3,1,37,1,2,2,8,3,3,3672,3001,302,2731,521,12735,0,0,515,0,110,509,1
53131,2,1,2,24,1,2,2,2,0,2,41577,17932,25399,20347,15671,41168,982,1775,1499,1849,188,417,1
28797,1,3,2,35,1,2,2,4,3,2,20505,1246,-821,-527,10179,-2087,0,0,343,0,0,569,1
26577,2,2,1,36,1,0,2,-1,2,3,9930,15409,1872,5877,-646,-3212,72,333,495,7,238,254,1
143818,1,1,2,38,0,0,0,0,0,0,100142,204681,134194,119421,86108,133218,4339,9023,5780,1708,5179,1753,1
344139,1,4,1,39,0,0,0,0,0,0,123701,269870,219966,23328,15135,255182,1749,21640,5559,756,1648,504,0
23873,2,3,1,37,2,2,7,7,7,7,3117,2918,4021,2510,2115,1829,0,151,0,64,0,127,0
10000,2,3,2,29,1,2,2,4,4,4,70701,45341,108147,40352,90630,13298,4304,1543,3032,160,102,0,1
54371,1,2,1,30,1,0,0,0,0,0,37262,81682,28047,27058,14425,10331,4191,568,3586,1770,2270,839,1
