LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
178826,2,2,2,36,0,0,0,0,0,0,189654,238902,185861,251801,200169,176598,8597,6491,6901,8596,11712,10262,0
159003,2,2,1,60,-2,-2,-1,-1,-2,-2,1957,317,1417,-74,-18,659,888,1408,370,220,1749,0,0
81054,2,1,2,25,0,0,0,0,0,0,19575,16601,11735,32654,18286,15760,935,298,9680,4124,2195,1763,0
216966,2,1,2,29,1,-1,-1,-1,-1,-1,-614,1428,15651,2531,-1284,666,1540,583,1885,0,960,920,0
52052,2,2,2,28,0,0,0,0,-1,2,56429,33387,32522,38711,13222,7054,4635,1706,979,321,177,861,0
54835,2,2,1,42,0,0,0,0,0,0,32567,43084,42494,51040,38375,17912,1910,1972,1462,2350,2702,635,0
47775,1,3,1,52,0,0,0,0,0,0,67418,43134,41254,46453,34013,25285,3463,2690,1818,723,1588,2213,0
105365,2,2,1,35,0,0,0,0,0,0,35883,-69777,95064,36773,53039,62269,1557,3972,2250,1712,1498,3385,0
429169,2,1,2,33,0,0,0,0,0,0,93181,353537,107395,116885,100489,114030,5942,10056,5513,10418,5785,9384,0
372712,2,1,2,26,0,0,-1,-1,-1,-1,39089,28765,516,17281,7630,58703,12560,139,8448,11018,26520,7893,0
37979,2,2,1,38,0,0,0,0,0,0,26765,15475,24431,54988,22597,24041,1692,3030,112,792,1597,402,0
384295,2,1,1,45,1,-2,-2,-1,-1,2,749,2490,829,7213,4298,2498,0,268,314,2927,1165,1033,0
97518,2,2,2,27,0,0,0,0,0,0,110038,69887,84610,30287,30453,2406,2111,6318,265,378,140,1153,0
171974,2,2,2,23,-2,-2,-2,-2,-2,-2,961,1562,1559,1969,2433,852,4,813,3588,2074,1464,1172,0
199738,2,1,2,28,0,0,0,0,0,0,158413,156782,166227,145527,107161,128493,11486,8556,4330,3646,1854,4474,0
200296,2,1,2,25,0,0,0,0,0,2,200539,145650,168677,145465,127855,136476,7722,4703,8388,8480,50621,5029,0
130233,2,2,2,27,-2,-2,-2,-2,-2,-2,994,4922,226,206,143,1188,2558,854,62,378,1784,1208,0
88191,2,3,1,57,0,0,0,0,0,0,35422,69391,36022,21551,30628,38216,3487,2550,3868,2968,1167,592,0
22438,2,2,1,38,1,-2,-2,-2,-2,-2,13353,13653,17856,1370,-1450,1129,715,1180,3,145,0,0,1
246327,2,1,2,27,0,0,0,0,0,-1,45661,56167,36759,18983,12861,10724,7073,2232,3290,492,3440,0,0
338380,2,2,1,43,-1,-1,-1,-1,-1,-1,-952,1662,4645,1788,253,594,1388,4439,1103,979,392,250,0
162483,2,2,2,28,0,0,0,0,0,0,66469,70417,87010,89017,96774,67597,4537,2721,5488,4108,3483,3132,0
86375,2,2,2,31,0,0,0,0,-1,-1,56630,22182,18148,13060,-9385,876,1751,2582,696,553,0,95,0
100176,2,2,2,25,2,2,0,0,0,0,51731,37489,45233,64014,37120,46643,1729,1037,3039,2106,315,3019,1
102395,2,1,2,23,0,0,0,2,2,2,68055,160284,26713,77024,91583,97981,7212,5531,4069,5125,103,3203,0
60707,2,2,2,26,2,2,2,0,0,0,51509,38543,36941,30438,35007,47021,1892,1366,1271,3079,2523,3885,1
338389,2,1,2,31,-1,-1,-2,-1,-1,-1,1093,-1445,-299,744,532,1564,0,154,319,173,862,317,0
206188,2,1,1,38,-2,-2,-2,-2,-2,-2,445,145,7164,-358,1388,1015,1369,0,0,3024,1038,308,0
89370,2,2,2,31,0,0,0,0,0,0,60835,48087,57297,54917,55222,47718,3031,1755,3051,1924,1330,2366,0
115394,2,1,2,25,0,0,0,0,0,0,91165,76047,74212,73015,43739,40093,5193,2442,2983,2417,1724,577,0
392092,2,1,1,49,-1,2,-1,-1,-1,-1,42631,24290,115545,1444,47349,13919,915,5657,145717,74236,87917,3322,0
127835,2,2,1,52,-2,-2,-2,-2,-2,-2,1850,-929,9616,1963,729,1781,0,6,1354,164,1789,229,0
187251,2,1,2,37,-2,-2,-2,-2,-2,-2,644,512,2291,636,2690,-2360,827,1874,400,7238,28,933,0
31367,2,2,1,48,1,-2,-2,0,0,3,17838,7511,9072,915,2379,2266,210,495,0,2509,1807,27,0
373547,2,1,2,33,-1,-1,-1,-1,0,-1,14231,9435,14224,26592,29953,16118,9673,11632,19920,10666,8270,19041,0
83473,2,2,2,30,0,0,0,0,0,0,45999,24565,60488,47206,51335,28009,3141,1692,2336,1852,1344,2237,0
46244,1,2,1,43,0,0,0,0,0,0,35961,23962,20025,40579,21527,20788,3076,2925,2226,857,2522,2449,0
346574,2,2,2,29,0,0,0,0,0,0,234596,285671,248940,297322,207662,126057,12608,10608,10929,16972,11673,14913,0
46157,2,2,2,22,0,0,0,0,0,0,47907,50614,47913,27163,5272,9656,1383,2024,1378,423,1737,29,0
53417,2,2,1,45,0,0,0,0,-1,-1,48479,56611,64129,16666,-278,2437,1676,4415,99,570,731,1646,0
53836,2,2,2,35,0,0,0,0,0,0,30717,24074,27712,19315,9667,26756,3550,2019,894,640,1027,2444,0
83813,2,2,1,33,2,2,0,0,-2,-2,9776,12036,89,315,-260,1906,0,1435,676,41,1222,0,1
200728,2,2,1,41,0,0,0,0,0,0,112179,62695,104176,83543,87025,75874,7458,5441,2382,2799,4208,2793,0
132881,2,2,1,45,1,-1,-1,-1,0,-1,152,3514,24596,8905,450,705,2057,2861,779,128,0,138,1
268029,2,1,1,36,-2,-2,-2,-2,-2,-2,-2480,6,1355,1671,2603,139,4153,1727,0,1817,166,185,0
140734,2,2,1,36,-1,-1,-1,-2,-2,-2,3184,6714,7382,1382,1429,873,2057,760,885,1177,1878,248,0
48370,2,2,1,38,2,2,2,2,2,2,47909,36862,61402,31204,45799,26631,2542,4609,0,2964,317,2201,1
233581,2,2,2,32,0,0,0,0,0,0,166616,114265,144214,148687,144339,155845,7880,3488,4210,4244,4152,2260,0
84429,2,2,2,32,-1,-1,-1,-1,-2,-2,2307,3734,877,1194,-943,-2366,2067,2546,906,0,199,1112,0
57921,2,2,1,34,1,2,2,2,0,0,49371,34982,40261,35723,34595,27053,1046,2373,1991,2442,1985,2644,1
221028,2,1,1,34,-1,-1,-1,-2,-1,-1,2313,2173,5879,3481,-596,602,2855,0,1444,648,272,250,0
260114,2,2,1,41,1,-1,-1,-1,-2,-2,1119,569,1445,4251,-461,5494,496,736,1889,0,1600,1077,0
48715,2,2,1,41,0,0,0,0,0,0,50891,40453,43724,34974,24193,12540,2224,938,911,1339,1156,896,0
179010,2,2,2,25,-1,-1,-1,-1,-1,-1,-35,7503,16222,2709,-481,1638,541,1466,454,650,934,317,0
230039,2,1,2,26,-1,-1,-2,-2,-2,-2,3327,692,8479,843,204,344,1103,3566,443,0,213,0,0
77655,2,1,2,28,0,0,0,0,-1,0,95467,65232,78162,-291,53261,5344,9038,751,36890,91900,5016,5276,0
164630,2,2,2,27,-1,-1,-1,0,0,0,674,13729,14726,2799,9115,565,911,2120,1428,93,226,120,0
50921,2,2,1,45,0,0,0,0,0,0,30578,68263,47953,68158,35779,37191,3595,1872,4135,2183,1677,1860,0
59022,2,1,2,24,-1,2,-1,-1,0,0,16971,20479,3729,23425,22196,16535,0,2527,3687,9307,0,0,0
63852,2,3,1,57,0,0,0,0,0,0,21188,19955,8702,10314,14956,12090,2963,731,556,683,1492,861,0
55807,2,2,2,29,0,0,0,0,0,0,35669,64038,44663,45173,22883,21030,1646,2927,3800,984,1237,3042,0
96220,2,2,2,28,2,2,2,0,2,0,103416,88725,119431,80848,113418,92258,710,541,3242,1874,2768,3597,0
197414,2,2,1,35,1,-2,-2,-1,-1,-1,243,-1378,-773,1235,1370,1471,931,1273,737,1043,963,314,0
73601,2,2,2,23,2,2,0,0,0,0,72355,56571,64642,48892,63337,61076,2339,2007,1855,3257,1241,2463,1
93654,2,2,1,26,0,0,0,0,0,0,27869,30480,31351,64178,31539,73665,4589,2937,2039,1874,1433,2442,0
92897,2,2,1,32,1,2,0,0,0,0,87411,58680,85003,63781,91646,85482,15,4648,4523,4427,2968,1691,0
250691,2,1,2,29,-1,-1,-1,-1,-1,-1,2947,891,2101,434,1355,8556,2556,2153,866,494,79,398,0
36218,2,2,2,25,1,2,0,0,0,0,34274,49793,14960,22323,39967,22783,361,1391,2704,1263,1110,3103,0
311795,2,2,1,33,0,0,0,0,0,0,156047,202165,100498,133194,156465,108622,111375,4836,6465,6320,4795,8005,0
335028,2,2,1,37,0,0,0,-1,-1,-1,26023,12533,8832,2765,3727,354,2217,86,2171,3340,487,520,0
12573,1,2,2,41,2,2,2,7,7,6,-434,2111,723,1766,1924,418,1744,226,48,179,0,0,1
364299,2,1,1,38,0,0,0,0,0,0,65221,38771,37913,69273,46222,39776,5495,7532,63504,1533,5374,1951,0
29514,2,3,1,54,-1,-1,-1,-1,-1,-1,54,1867,1042,-385,1355,897,1665,1342,120,457,940,746,0
171405,2,2,1,45,-2,-2,-2,-2,-2,-2,-2371,-2803,12969,-1784,-7,852,50,1012,272,640,1388,0,0
46404,2,2,2,27,-1,-1,-1,0,-2,-2,2619,-565,313,-550,-591,1479,1928,2318,0,0,1083,397,0
81109,2,1,2,23,-2,-2,-2,-2,-2,-2,2382,2580,5747,3129,-118,764,339,6167,4344,66,811,1043,0
67972,2,3,1,45,2,2,0,2,0,0,80479,59144,52333,85232,80055,87689,4573,4423,1641,2818,720,2037,1
72615,2,2,2,25,0,0,0,0,0,0,66057,41185,62425,43943,63095,38109,3982,3084,2863,1946,2978,2333,0
118734,2,2,2,28,0,0,0,0,0,0,71529,69918,93895,73290,76992,86638,3340,3642,3736,2626,3944,2470,0
186518,2,1,2,41,-1,-1,-1,-1,-1,-1,329,1275,2580,744,3399,2978,508,3321,42,2531,1977,2132,0
78975,2,2,2,23,0,0,0,0,0,0,56522,48962,63838,58621,68031,44494,3166,3478,3696,3186,1839,1223,0
31527,2,2,2,27,1,-1,-1,-2,-2,-2,11001,983,11192,-1422,-221,-2267,2504,257,565,0,0,492,0
386829,2,1,1,36,2,2,2,-2,4,4,38941,1343,680,858,1142,87933,56,113,714,242,1129,0,0
148525,2,2,2,28,0,0,0,0,0,0,105844,119034,121142,128382,80435,88735,5721,4654,3230,5622,1849,2408,0
28250,2,2,2,29,0,0,0,0,0,0,18010,8645,10064,15613,9282,9484,1874,1662,778,1062,0,229,0
386295,2,1,2,28,0,0,0,0,0,0,88428,51556,49546,49946,58532,70347,4859,3176,2689,5793,6057,2512,0
56006,2,2,1,35,2,2,0,0,-1,-2,39512,22888,22177,22221,12299,-8,829,1820,0,355,349,251,0
192479,2,1,2,27,1,-1,-1,-1,-1,-1,87,-1509,5835,1264,806,3360,436,503,1015,1026,935,1838,0
135521,2,2,2,27,2,2,2,0,2,0,78547,88685,113199,81624,82484,90890,834,2586,5995,1004,5813,2932,0
13336,2,3,1,54,0,-1,-1,-1,-1,-2,-304,30,14674,945,2492,782,1418,0,872,752,339,61,0
283902,2,2,1,34,0,0,0,-1,0,0,27058,40751,19257,16921,16041,19083,24991,12358,19580,13411,15908,17557,0
77293,2,2,2,30,0,0,0,0,0,2,61874,60597,75553,51783,58920,38029,2299,2612,3723,1992,206,2192,0
163658,2,2,1,40,0,0,-2,-2,-2,-2,241451,231981,222155,1283,1218,256,10672,748,405,0,195,1039,0
49501,2,2,1,41,2,0,0,0,0,0,43544,42340,53380,35817,29734,43616,2453,2693,2599,3146,89,718,0
52866,2,1,2,34,0,0,0,2,-1,-1,84947,45459,2097,274,4896,1552,5806,417,0,7419,1628,1913,0
54488,2,2,1,34,2,2,0,0,0,0,98232,22200,97015,62346,60491,59717,5353,4201,3679,4825,2676,1710,1
212683,2,2,1,41,-1,-1,-1,-1,0,-1,-466,2218,1862,4784,-1414,901,1286,1398,3418,421,1090,340,0
49432,2,2,2,28,0,0,0,2,2,2,27860,54350,25965,34323,20071,24921,2349,1657,1268,807,0,110,0
342540,2,1,2,23,-1,-1,0,-1,0,0,13817,14901,21532,31565,6942,8309,10054,6637,8151,8575,8841,6064,0
69594,2,2,2,29,0,0,0,0,-1,-1,49526,32228,23720,1392,2544,1163,1323,1964,797,1087,1544,261,0
48150,2,2,1,41,0,0,0,0,0,0,8507,18631,10460,7526,11530,9018,2160,1689,1278,385,1811,858,0
12915,2,2,2,27,0,0,0,-1,0,-1,2977,2135,9150,12401,4949,830,1341,558,1178,94,1468,569,0
242055,2,2,1,33,-1,-1,-2,-2,-2,-2,4025,6759,375,1719,-578,-302,264,0,622,190,0,0,0
56783,2,2,1,42,0,0,0,0,0,0,36659,28256,51128,25209,34668,21902,1719,2973,2357,2285,1671,2236,0
241528,2,1,2,29,-2,-2,-2,-2,-2,-2,1140,-273,921,1369,1797,25,1271,503,455,697,66,0,0
228824,2,1,2,25,0,0,0,0,0,0,112605,69697,146007,91675,109133,99007,5585,6781,5798,3339,3766,402,0
123452,2,1,2,24,-2,-2,-2,-2,-2,-2,9680,2630,7194,2057,6011,579,329,6345,1544,4222,0,4845,0
467639,2,1,1,34,-1,-1,-1,-1,-1,-1,590,6263,18385,11310,8723,9523,133,7277,7920,13313,11167,7799,0
141457,2,2,2,25,0,0,0,0,0,0,79550,77954,95102,76536,40251,49638,4057,6126,4563,1829,2113,4513,0
299392,2,1,1,47,-2,-1,-1,-1,-2,-1,-547,8078,18794,1279,-314,1818,11910,4065,7026,3588,1044,10054,0
46109,2,2,1,42,0,0,0,0,0,0,46034,44182,38850,31044,27196,15297,2178,1666,761,2616,532,1606,0
404725,2,1,1,49,0,0,-1,-1,-2,-1,242672,93938,97649,1757,14090,3655,48620,21249,77340,14503,5175,5410,0
371486,2,1,2,34,-2,-2,-2,-2,-2,-2,28097,39024,34717,13167,2511,-4359,13812,9357,18994,4711,9009,126759,0
115475,2,2,2,27,-2,-2,-2,-2,-2,-2,21224,2077,2086,1011,50,1212,420,450,36,439,881,0,0
424422,2,1,2,38,0,0,0,0,0,0,42093,25240,67113,48839,37984,34032,10506,4907,10176,5009,5518,6586,0
14419,2,2,2,31,1,-2,-2,-2,-1,2,-1861,2142,184,-1396,2494,784,0,762,0,2564,143,0,1
96718,2,2,1,40,0,0,0,0,0,0,55062,50403,58695,35136,55234,43469,2713,4589,4207,2622,2367,1087,0
358798,2,2,1,37,-1,-1,-1,-1,0,0,3386,-1127,1054,29380,10117,16454,1135,1136,4840,5077,1675,3251,0
203955,2,2,1,30,1,-1,-1,-1,-1,-1,585,-122,18510,3927,2729,1433,622,680,3292,3112,1939,639,0
82220,2,2,2,32,-1,2,0,0,0,0,73778,78927,54595,70969,76153,5105,907,2488,39567,113280,3376,2020,0
271119,2,1,1,36,0,0,0,0,0,0,238767,260013,184701,149046,141517,120081,12785,8505,9544,6694,3528,5758,0
359765,2,2,2,28,0,0,0,0,0,0,46464,58016,44217,49710,30645,39399,1626,20420,18578,39742,65016,3870,0
364366,2,1,2,24,-1,-1,-1,-1,-1,0,14235,15319,21879,17879,34242,42720,3065,3374,16074,43855,10243,3517,0
177064,2,2,2,28,1,2,2,0,0,0,2464,1881,41,13681,10324,16176,1244,131,1048,503,2267,266,0
308425,2,1,1,36,-1,-1,0,0,0,0,2004,23267,28269,75138,88501,51610,18798,22637,8986,3776,5689,1452,0
86631,2,1,2,24,0,0,0,0,-1,-2,42134,35089,16258,-205,-215,-2480,3516,2187,415,794,248,538,0
132567,2,2,2,36,1,2,-1,0,0,0,18749,2248,16770,17077,31794,15564,413,1935,1504,962,2217,2586,0
91232,2,2,1,42,0,0,0,2,0,0,75219,14405,65819,59823,57729,75093,3168,3038,133,3509,1796,2568,0
206544,2,2,1,40,0,0,0,0,0,0,142502,152055,130758,123562,95079,114090,6643,4539,4095,3644,6240,3801,0
77816,2,2,2,26,0,0,0,0,0,0,187292,127155,158932,120102,143481,113643,4903,6483,6708,6129,4995,3603,0
222712,2,3,1,52,1,-1,-1,-1,-2,-2,472,-330,3302,5394,1189,150,1650,3451,462,1655,927,50,0
137109,2,2,1,37,-1,-1,-1,-1,-1,-2,720,2095,22822,2817,-513,-5437,1266,3103,1457,0,292,341,0
85713,2,2,1,39,0,0,0,0,0,0,63483,75129,61348,68686,58957,47718,1645,2799,1972,2325,1800,2176,0
149347,2,2,1,43,-1,-1,-1,-1,-2,-2,3185,1753,26534,435,-2037,2496,1415,1835,796,0,1212,497,0
168375,2,1,2,27,-2,-2,-2,-2,-2,-2,1442,548,1968,1218,1107,479,443,3604,429,777,1997,130,0
349630,2,1,2,36,0,0,0,0,0,0,33945,23692,51773,48484,42889,21308,21976,76212,49982,21198,3779,0,0
135554,2,2,2,29,0,0,0,0,0,0,116224,104801,106675,66292,47717,12926,6597,4929,2243,4316,606,653,0
105353,2,2,2,32,0,0,0,0,0,0,61184,79605,85205,84688,66085,73609,2533,6135,4905,3288,5035,2743,0
179030,2,2,1,37,-1,-1,-1,-1,-1,-1,1712,1758,416,-319,717,474,725,451,0,549,524,678,0
127003,2,2,1,42,-2,-2,-2,-2,-2,-2,61,1580,9661,1214,-150,-499,0,131,1173,0,0,0,0
99937,2,2,1,49,-2,-2,-2,-2,-2,-2,1289,1400,9871,2025,1865,-1129,0,121,480,728,1420,281,0
105656,2,2,2,28,0,0,2,0,0,2,23793,20718,21622,4103,31299,12307,4410,2241,1596,2712,2023,1864,0
202476,2,2,2,25,0,0,2,0,0,2,194920,199629,207880,222651,176973,203665,8443,6734,9168,10762,5806,7934,1
380176,2,1,1,38,-2,-2,-2,-2,-2,-2,13487,11030,18160,11862,12040,18212,17071,2111,6817,10018,1607,951,0
47800,2,2,2,28,2,2,2,2,2,2,32157,25485,28017,26498,16910,31515,2790,1717,724,2403,65,234,1
23072,1,2,2,35,0,0,0,0,0,0,4385,23853,21339,16509,10736,19837,986,1520,560,166,280,0,0
304201,2,2,1,41,0,0,0,0,0,0,23614,57393,27349,25545,14584,14187,2779,1801,1050,2100,1818,970,0
187902,2,3,1,54,0,2,0,0,0,0,122270,80663,90821,88888,111172,96292,3816,3871,2374,4510,5849,4695,0
198506,2,1,1,38,-1,-1,-1,-1,-1,-1,-420,-1690,2546,-350,1553,5745,145,2326,0,2200,4265,0,0
37942,2,2,1,53,0,0,0,0,0,0,20083,29299,21625,15914,9850,19274,1832,2562,984,337,1794,1621,0
227682,2,2,1,56,-2,-2,-2,-2,-2,-2,-1952,1460,900,1858,59,-26,5,834,0,968,25,694,0
142769,2,2,2,33,0,0,0,0,0,0,122150,130807,120441,106483,100365,71609,4356,5827,3184,2369,4431,4721,0
68670,2,2,1,44,-1,2,0,0,2,2,4700,16376,17800,4351,2923,24864,655,2544,4226,212,2122,395,0
45260,2,2,2,25,0,0,0,0,-1,0,24552,24723,5890,11497,13755,20764,1630,1740,145,50802,1907,589,0
87404,2,2,1,35,0,0,0,0,0,0,42881,46510,50045,43360,29858,46472,3666,3759,2477,1298,2654,1656,0
18347,2,2,2,21,-1,-1,0,0,0,0,2691,14611,3789,1771,1261,5261,1905,538,272,653,1585,442,0
104924,2,2,1,37,1,-1,-1,-1,-1,-1,-1164,1980,853,-838,1375,2807,1195,2536,248,836,1246,218,0
29164,2,2,2,26,-1,-1,-1,0,0,0,8270,1590,11032,10328,2959,14157,943,1837,0,838,0,56,0
14795,1,2,1,42,0,0,0,0,0,0,11849,19202,9774,13784,13003,12326,619,409,1387,119,1576,264,0
252009,2,1,2,24,-1,-1,-1,0,0,0,690,2239,2537,21776,11830,9600,1549,1711,1375,1420,2084,355,0
223330,2,2,1,36,0,0,0,0,0,0,106209,105217,134972,71872,92825,57692,3772,4342,4581,5055,3312,2420,0
163071,2,2,2,27,-1,-1,-1,-1,0,-1,3033,1057,492,624,763,310,0,1592,449,392,0,996,0
203127,2,2,1,48,-1,-1,-1,0,0,0,4395,2843,7226,18067,11961,24567,1264,2616,284,1623,915,965,0
22998,2,2,2,31,-1,0,-1,0,-1,-1,4130,558,2979,2253,791,1074,1623,2566,365,711,1931,99,0
446786,2,1,2,23,0,0,0,-1,-1,-1,22730,310852,4594,403366,30534,26624,16312,15804,20893,17431,20801,9469,0
17695,2,2,1,49,-1,-1,-1,0,0,0,2748,1825,3493,1141,9272,1024,512,2316,487,0,0,396,0
378438,2,2,2,36,0,0,0,0,0,0,15228,14154,12306,14634,8505,6701,10050,4417,2681,6585,3663,5686,0
55317,2,2,2,24,0,0,0,0,0,0,35953,52692,45307,27024,24171,28676,2198,3820,1547,994,1902,973,0
15336,2,2,2,27,0,0,2,2,2,2,12461,20995,26538,864,1419,4194,3000,1145,1166,536,248,249,1
23184,2,2,2,24,2,2,2,0,0,3,353,20859,7721,45,-878,1343,476,946,632,597,516,147,0
14230,2,2,2,27,0,0,0,0,0,0,26458,-3141,12347,9381,2082,12030,1265,1026,216,531,220,787,0
65676,2,2,2,28,0,0,0,0,0,0,57729,54763,41893,63888,33456,38038,3070,3433,2745,2091,814,2906,0
138351,2,2,2,26,2,2,0,0,0,0,93116,84180,119874,89028,82007,82361,1550,5384,211,2906,6764,3594,1
48890,2,2,2,31,0,0,0,0,0,0,48726,53206,40840,40183,20761,32968,3022,1255,2283,714,2972,2159,0
