LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
59103,2,2,3,45,3,2,2,0,0,0,90860,68535,82687,68263,101231,86065,30337,1966,2667,20264,1449,3489,1
298439,2,1,2,36,0,0,0,-1,0,0,10871,38405,19802,5863,-1812,18915,10493,1165,547,636,0,466,1
135545,1,2,2,26,0,0,0,-1,0,0,106728,50440,126379,148334,82807,55149,6584,10045,11443,5875,11191,6197,0
429814,2,1,1,47,1,-1,-1,-1,-1,-1,1520,1975,437,-538,18137,11225,78,1485,10972,366,1589,1382,1
213100,2,3,1,53,-2,-2,-2,-2,-2,-2,2973,-1234,-1412,1003,71,-518,601,314,0,20,0,0,1
50518,2,2,2,26,0,0,0,0,0,0,60382,33807,96822,3557,9234,33447,3091,3204,244,6293,3515,1922,0
122920,1,2,2,28,0,0,0,2,2,2,43530,26117,60991,35697,54341,45644,8286,4677,6049,2032,11155,60560,0
32980,2,1,2,23,3,-2,2,7,0,0,1091,451,-1297,656,14869,-17,0,843,237,439,94,32,1
43562,1,3,1,48,-1,2,0,-1,0,0,82474,59017,71797,63892,84227,25013,2540,648,2058,1895,957,1813,0
97988,1,2,3,48,0,0,2,0,0,-2,44856,35455,40282,46233,41983,16119,1605,4291,3068,1869,399,2438,0
19017,2,2,1,34,5,4,3,2,2,0,8764,46386,4474,29035,44821,24708,0,507,0,133,618,0,0
30492,1,1,2,23,0,2,2,2,2,2,4550,10395,41573,7584,16584,12567,12239,1028,13541,908,173,196,1
22679,2,2,1,49,0,0,0,0,0,0,11889,4088,20207,15404,12714,5393,2206,2193,2327,223,15,123,0
210203,2,2,1,46,0,-2,-2,-2,-2,-2,12249,9678,7522,2959,192,3585,1060,590,1019,504,0,923,1
345226,2,3,2,30,-1,-1,-1,-1,-1,0,15276,10963,17969,13481,16127,12017,9258,8834,26319,36515,20235,21727,0
339404,2,3,1,41,0,0,0,0,0,0,279542,187944,172202,128825,138171,131710,7256,8968,6477,7589,4573,9514,0
215476,1,1,2,37,-2,-1,2,0,0,0,305867,123729,184200,236206,85062,91609,5505,2556,7130,17094,3090,8310,0
199765,2,2,2,41,1,3,-2,-1,-1,-1,7911,37344,1850,-1030,30061,11018,3171,6340,845,5486,1513,19945,1
409831,2,3,1,49,-1,-2,-2,-2,-2,-2,24012,21433,20730,2472,8976,11692,1759,102,270,675,210,647,1
194966,2,1,2,51,-1,-1,-1,-1,-1,-1,-2661,-16,3733,1011,-6041,-604,220,1822,0,611,226,408,1
94544,2,3,1,47,2,3,-1,3,7,0,1914,-2069,1255,1000,2946,650,53,825,1121,1629,0,115,0
494303,2,3,1,34,0,0,0,0,2,0,44940,136214,169431,97704,52502,67301,2260,4146,7729,1252,533,2322,1
18907,1,3,2,31,-1,2,-1,2,0,0,254874,11076,19172,4403,34782,6998,11019,1478,837,6690,1198,2829,1
81177,2,2,2,53,1,2,2,2,2,0,1873,17230,18872,22503,25225,11318,578,338,385,286,1612,3504,1
82408,2,2,2,48,2,2,2,2,2,2,12861,47099,32819,97183,48667,100603,4323,1487,3167,1886,1954,11648,1
51918,2,3,3,37,0,-1,0,-2,-2,-2,999,15675,19793,20800,10230,-469,4879,7073,7477,497,136,0,0
425289,2,1,2,35,1,-2,-2,-2,-2,-2,1575,1068,-599,-505,7017,12868,0,281,1137,176,905,632,0
179533,1,3,1,53,1,-2,2,0,0,0,101498,63747,54464,83976,51351,55970,7774,2666,8255,367,729,607,0
197778,2,1,2,35,-2,-2,-2,-2,-2,-2,4064,1668,1187,1125,2032,1158,27,150,0,629,399,166,1
512638,1,3,1,41,0,0,0,0,0,0,80692,87454,48925,58695,54648,42475,1055,263,29066,3056,15631,2358,0
93083,2,3,1,38,0,0,0,0,0,0,21990,54921,14772,2665,49070,6195,4895,5721,7504,51743,90,8490,0
26433,2,2,2,22,0,0,0,0,0,0,18454,14189,14705,22516,26283,17888,18522,2300,4566,7182,3094,2001,0
61143,1,2,2,58,0,0,0,0,0,0,96524,85109,102208,77695,102789,115500,3993,1972,2356,2830,512,2726,0
354101,1,3,3,49,-2,-1,-1,-1,-1,0,14914,24985,16906,14942,11422,1126,3237,855,758,308,996,272,1
383934,2,2,1,33,-2,-2,-2,-2,-2,-2,3910,802,559,-953,1514,1187,1489,280,17115,301,433,11029,0
80071,2,2,2,30,0,0,0,0,0,0,122208,61372,117142,80225,81031,50563,1268,1358,997,5090,2472,625,1
73957,1,2,2,32,1,2,4,4,4,5,1255,109170,475624,97490,121560,1314,752,439,0,294,0,0,1
54218,2,2,2,22,2,0,0,2,0,0,16553,5413,14579,5891,19168,19251,0,888,0,1062,1004,2278,1
27010,1,2,1,54,0,0,0,2,3,0,22007,14742,3973,4992,10255,7464,756,1469,820,1022,938,802,1
77797,2,2,2,27,4,3,3,3,2,0,138099,74200,108019,45978,74718,217149,685,162,1257,15316,2836,565,1
136539,2,2,2,41,2,2,2,2,2,2,3843,-750,-1606,9243,23922,44701,0,965,0,3076,478,1830,1
80110,2,4,1,36,0,0,0,0,0,0,78459,84335,46693,90424,90031,59183,5476,1539,3178,2102,533,1576,0
63173,2,2,1,23,1,3,2,2,2,2,62221,90830,142398,69637,56065,88173,733,10444,5539,1697,4780,3537,1
52413,2,2,2,23,1,0,2,2,0,2,52377,36136,46541,32742,52237,50888,936,1960,0,919,826,2455,1
186784,2,2,1,36,0,0,0,0,2,0,262895,251487,191857,188018,252074,129597,7605,9409,5095,736,7719,9086,1
156978,2,2,2,25,3,2,2,2,0,0,92677,14153,9480,19811,46082,56322,8501,4217,4293,4818,4133,385,1
155211,2,2,1,47,0,0,0,0,0,0,164129,76483,90065,65306,71047,92092,3327,4382,2335,510,1256,3133,0
211375,2,3,1,33,1,-2,-2,-2,-2,-2,14757,310,-1447,-1629,-446,-966,0,0,0,0,0,23,0
332051,1,4,2,29,-2,-2,-2,-2,-2,-2,276,581,973,1951,1023,-461,10826,8198,5190,0,47,619,0
26903,2,1,2,33,1,-1,8,0,0,0,2475,14559,23778,3676,12181,27382,2111,773,797,8656,1495,3290,1
380684,1,2,2,31,-1,-1,-1,-1,-1,-1,9312,12411,16797,3234,1332,2148,7906,1394,6741,126,206,0,0
52392,1,2,1,23,4,0,0,2,0,0,19270,48961,50516,13738,16126,36952,0,973,0,461,0,333,1
76955,1,2,1,30,0,3,0,0,0,0,69850,4586,76521,3186,71856,73554,3849,1826,2782,762,738,2237,0
25098,1,3,2,22,0,0,0,0,0,0,26451,27067,14515,6526,20760,20191,3017,509,16800,5640,979,1697,0
363509,2,2,3,24,0,0,0,0,0,0,243771,196026,110225,24076,24705,17309,619,23878,8791,719,2594,8504,0
24968,2,2,2,23,2,2,2,2,2,2,11695,24340,983,13458,12591,13515,6373,2371,124,686,0,217,1
21449,1,3,3,42,0,0,-1,0,0,0,40941,11453,15776,12010,11256,-138,1111,1854,1446,187,69,184,0
225551,1,2,2,25,2,2,4,2,2,-2,1114,-1924,14750,-245,2202,24691,0,541,0,243,596,188,1
230250,2,1,1,47,-1,-1,-2,-1,-1,-1,2377,444,-674,1714,1313,1580,0,388,1382,509,1569,1231,1
26058,2,1,1,39,-1,-1,-1,0,0,0,3961,2751,9184,-8534,-354,11043,1021,1766,910,1549,2049,2460,1
80225,2,2,2,21,0,0,0,0,0,2,44828,3044,17816,3733,1553,987,612,2083,704,1183,0,384,0
23766,2,2,1,49,2,2,2,3,2,3,25028,13698,6237,210,17794,15565,411,697,0,795,0,131,1
53630,2,2,2,32,1,4,2,2,3,2,47195,36332,56065,46721,48376,19431,1077,559,0,243,0,640,1
261864,2,2,1,32,2,0,0,3,2,0,78943,50181,47809,60063,11106,4135,2964,1002,205,8750,3045,381,1
195622,2,2,3,24,0,0,0,0,0,0,150787,182219,149303,186660,129630,170059,2724,11404,1161,2503,4498,6955,0
92709,2,2,2,23,1,2,2,0,0,0,42582,75907,63098,65319,48543,115351,8183,7997,7768,12759,9970,520,0
97616,1,2,2,25,0,0,0,0,0,0,106566,82249,96475,29362,78315,95314,3318,3181,2264,3566,1582,2822,0
27876,2,3,1,51,2,2,8,7,4,8,3992,19965,1885,-2168,1519,19441,0,143,0,320,128,239,1
121835,2,2,2,22,1,-2,-2,-2,-2,-2,3473,-868,-335,-2879,-229,-1992,1120,0,0,327,0,0,0
51161,1,2,2,28,0,0,2,0,0,-1,50161,8761,30128,33970,22926,39320,1495,1039,2945,2958,1219,1572,0
22073,2,2,2,22,1,2,2,2,2,3,19199,7084,14965,-6214,11616,1875,167,711,336,469,306,453,1
91966,2,1,1,35,1,2,2,2,2,2,5322,-201,1661,-79,2067,5897,1928,2226,0,793,18,76,1
226174,2,1,3,49,-2,-2,-2,-2,-2,-2,2688,-916,-1969,-657,-1025,-1473,328,0,0,0,12,261,0
131501,1,2,2,26,0,-1,-1,-1,-1,-2,11618,-275,2459,684,-608,-147,0,797,0,848,1281,497,0
108766,2,3,1,38,2,2,2,3,2,0,236567,272632,125072,168421,181127,177451,7055,9834,4245,24827,12157,8799,1
84389,1,2,1,56,1,0,2,2,2,0,90139,89756,39978,53186,48652,47475,9132,1741,236,3831,402,1621,0
31861,2,2,2,24,2,2,2,2,3,3,54184,17993,50411,13199,21756,44610,1603,1967,2240,465,1030,0,1
109447,2,2,2,33,1,-2,-2,-2,-2,-2,781,1379,-1741,-880,-1908,18042,61,0,0,1223,441,398,1
93103,1,2,1,47,0,0,4,1,0,2,87540,44579,60017,67468,14450,44013,465,171,0,2158,0,3092,0
13899,1,2,2,22,0,0,0,2,2,0,15506,7990,19538,16606,20161,28249,2524,1560,13248,10235,1429,8174,0
51785,1,2,1,23,0,0,0,0,-1,-2,4226,1152,309,507,7264,655,0,0,0,502,1073,0,1
80230,2,2,2,34,1,1,-2,2,0,0,16284,5,19016,3714,5844,51465,784,9560,3751,2040,1452,3698,0
268927,1,2,1,55,1,2,4,3,2,2,43965,74520,70445,113354,83183,87034,719,1156,0,14970,2024,498,1
371642,1,1,1,48,-2,-2,-2,-2,-2,-2,11311,2939,13583,-244,803,-551,2723,8241,10014,745,0,636,0
52312,1,2,1,50,1,2,2,2,2,0,23531,37511,33690,34319,46048,9904,847,48,386,1114,1494,1342,1
21922,2,3,1,24,4,3,2,0,0,0,16981,17144,19794,14349,25504,30894,0,2058,381,487,836,352,1
208359,2,2,2,32,0,0,0,0,0,0,139157,64019,69688,77743,98385,85420,7491,8339,2293,3309,3371,2537,0
52220,1,2,2,33,0,2,2,2,2,2,23662,17947,18504,5248,7910,67994,5365,408,171,335,1113,17,1
202623,2,1,2,30,-2,-2,-2,-2,-2,-2,2488,17,845,581,679,24971,5379,6094,10115,15512,1724,6521,0
338641,2,2,2,28,-1,-1,-1,-1,-1,-1,-218,-536,1745,8261,-578,-456,1109,57329,11173,730,0,20045,1
142349,2,2,1,47,-2,-2,-2,-2,-2,-2,1013,1959,1298,-1561,10099,73286,2217,910,0,20496,1938,2336,1
83845,2,3,1,31,6,5,4,3,2,0,82079,99774,52190,12239,41894,96012,4028,0,220,59,896,1031,0
55957,1,2,2,25,0,0,0,0,0,2,85171,45577,52425,36988,22619,19695,18180,1127,873,3036,1309,16843,0
10000,1,3,2,23,2,2,2,7,7,6,1447,1573,1493,-299,15278,541,2088,0,262,358,0,28,1
52886,1,2,1,49,0,0,0,-1,-2,-2,41273,4913,2571,1450,9434,20646,147,1519,2795,496,0,449,0
19692,1,2,1,53,3,2,2,7,7,7,4624,1560,2882,1636,27418,1588,0,0,0,628,1222,67,1
196842,2,2,2,22,6,5,4,3,2,0,129490,16643,80936,46963,80265,23866,5510,1308,0,464,2233,500,1
18189,1,2,1,24,2,2,2,2,0,0,19575,12601,14230,8100,17489,27426,1341,389,4339,6335,1816,2070,1
190931,2,4,2,37,-2,-2,-2,-2,-2,-2,12434,-413,152,-1229,1365,1033,4514,3011,7268,2768,3681,8039,0
77496,2,2,2,27,0,-1,-1,0,0,0,68449,11485,89792,18570,12074,21895,6036,24258,10969,6959,4846,3385,0
352931,2,1,1,31,-1,-1,-1,-1,-1,-1,11432,17955,20205,2680,325,535,39594,56784,10210,21982,17584,49532,0
25333,1,2,2,23,2,2,2,4,4,3,16150,18408,20476,29213,6448,11200,0,506,256,572,0,282,1
46485,1,2,2,23,2,2,7,7,7,7,3122,4021,4627,3978,21212,3218,805,0,466,169,1773,313,1
145038,1,1,2,44,-1,-1,-1,-1,-1,-1,-1526,292,2851,937,1560,-1072,4275,2214,1119,118,3,85,1
328417,1,3,1,37,1,3,3,2,0,3,266168,218503,106888,246461,105796,186678,0,871,4197,6730,0,125,1
72168,2,2,2,40,0,0,0,-2,-2,-1,240323,18703,3141,1521,2258,921,1046,986,694,525,249,364,1
124489,2,2,2,35,0,0,0,0,0,0,122580,62859,111366,78751,100083,98459,3915,10896,10884,15352,3227,3370,0
18109,1,1,2,22,-1,-1,-1,-1,0,0,20324,12376,20831,1215,3247,9877,544,1071,157,3035,22,4039,1
117361,1,2,1,48,3,2,2,3,2,2,40141,76109,102,1200,91848,77009,4138,679,1049,3194,0,132,1
372388,2,1,2,34,1,-2,-2,-2,-2,-2,3237,-36,912,-162,-1119,-539,0,0,0,262,0,306,0
31136,2,2,1,23,1,5,4,3,2,0,6203,14424,19012,8326,17710,24198,105,61,0,197,0,2374,1
56913,2,2,2,22,0,3,2,-1,-2,5,-672,504,738,-916,1396,39,0,888,586,768,0,192,1
82056,1,3,1,35,0,0,3,0,2,2,22066,17816,18576,18842,13687,4310,1824,2109,7170,683,1786,742,0
144214,2,2,2,35,1,-2,-2,-2,-2,-2,1313,475,-1016,-26,542,-469,0,0,0,273,201,265,0
22714,1,2,2,49,-1,2,2,2,2,2,18340,6389,17703,31186,21018,16881,4891,708,1065,1277,1512,0,1
378862,2,2,1,28,1,2,0,0,0,0,175536,117186,63084,106504,152266,248788,4367,8843,9360,6458,18334,8614,1
227593,2,1,2,30,-1,-2,-1,7,-1,-1,2085,514,1096,2369,704,2128,0,1876,0,955,1851,1251,0
330156,1,2,2,26,3,2,2,2,2,2,12256,22353,1157,2268,1689,19115,10083,116,0,472,1429,316,1
334451,1,2,2,34,0,0,0,0,0,0,164789,161415,232701,200392,131453,264430,15107,8778,8650,25483,7973,15773,0
30556,1,3,1,24,3,2,4,4,5,7,2833,5483,-193,1299,13068,1785,0,1122,0,293,987,71,1
414129,1,2,1,36,0,0,0,0,0,0,273483,325076,243110,420314,153971,334814,8311,8222,7405,895,4959,7511,1
196906,2,1,2,32,1,-2,-2,-2,-2,-2,2844,-896,-889,-2258,-1609,-1037,0,431,0,716,106,759,0
275234,2,2,1,32,0,2,0,0,0,0,17736,137569,123719,31584,112349,89110,34754,76923,22259,17418,18346,2587,0
78386,2,2,2,22,2,2,2,2,2,2,46471,20266,44095,37891,62816,24660,19150,2096,18974,13532,7864,3088,1
78300,1,1,2,28,-1,-1,-1,0,0,0,1085,562,1704,-282,17634,20943,120,894,0,687,159,284,0
186692,2,2,2,27,-2,-2,-2,-2,-2,-2,2274,157,-37,-112,1722,756,246,101,570,15375,4399,2102,0
28152,1,3,1,34,1,2,2,2,0,0,2519,7028,8631,8006,8707,26167,0,7363,1468,2875,880,2215,1
72668,1,2,2,32,-2,-1,0,-1,0,-1,9400,10778,14778,9159,13342,13614,65377,2029,20749,40898,1240,20943,0
316474,2,1,1,50,-1,-1,-1,-1,-1,-1,-538,-562,3856,1250,416,-461,0,811,613,482,1239,3433,0
59135,1,2,2,30,-1,-1,-1,-1,-1,-1,10160,-1120,961,1823,821,2252,2517,434,1401,2755,179,1836,0
53707,2,2,2,22,1,2,2,2,4,4,11393,12702,17888,3260,10175,8095,2089,1396,66,229,0,116,0
17935,1,3,1,34,2,2,2,2,2,2,19032,13112,13931,7277,14095,17232,4191,0,1241,845,107,564,1
66387,1,2,2,23,4,3,2,2,2,0,12852,39869,83597,53984,10351,16196,335,382,674,131,443,873,1
22374,1,1,2,23,0,2,0,-1,0,0,3087,20109,17649,11253,24041,17066,3012,2301,6432,568,1865,694,0
64769,2,3,2,34,1,2,2,2,0,0,16892,8882,17149,11741,16563,12757,1985,6280,3173,5460,5734,2668,1
88242,2,1,2,28,-1,-1,-1,-1,-1,-1,-76,10160,3301,2099,870,5741,4461,8652,10254,102090,1958,2713,0
186075,1,3,2,60,0,0,0,-1,-1,0,24763,12465,15510,16429,1160,21764,495,5527,3325,6670,103,0,0
480090,1,1,2,25,0,2,0,0,0,0,15574,11871,14679,18173,13896,30077,1001,1145,1888,892,2559,985,1
321601,2,2,2,41,3,3,2,4,5,4,-734,25621,3500,2361,-534,-726,8270,55,198,258,92,0,1
45901,2,2,1,28,0,0,0,0,0,0,79400,29804,82881,47483,54299,40818,11562,1943,7271,1907,2830,2700,0
30235,1,2,2,21,5,4,4,2,0,0,29188,9786,23938,21955,20069,14428,6127,707,14577,213,2175,1388,0
31456,1,2,1,48,2,2,2,3,0,0,9347,14194,15128,9028,18640,11517,901,1584,1787,58,24,2187,1
58571,2,2,2,22,1,3,5,4,3,4,88840,25006,50525,867,27112,12711,2526,1467,0,428,243,850,1
334027,2,2,1,36,0,1,1,1,2,0,429424,452998,275696,351480,273205,277065,13239,38005,16559,29053,37617,245848,0
81761,2,2,2,23,0,0,0,0,0,0,74581,20647,87002,77298,82957,83186,4694,3860,2632,5230,2231,8775,0
237894,2,1,2,22,-1,-1,-1,-1,-1,-1,-993,-1500,1878,-2149,621,-721,407,1757,639,771,147,634,1
266815,1,3,1,48,-2,-2,-2,-2,-2,-2,2378,-1760,878,-278,-967,346,0,3315,404,220,0,785,0
229539,2,1,2,26,-1,-1,-1,-1,-1,-2,-1517,-2095,-979,-1062,300,-93,785,267,364,1268,88,24,1
75714,2,2,2,23,2,2,2,2,2,2,13599,6862,15933,23973,56216,11421,1307,1608,749,2291,0,3046,1
370932,1,1,1,33,8,7,6,5,4,3,503,299721,125655,89159,122036,457807,2079,4248,0,0,15,0,1
17332,2,2,2,23,0,3,0,3,0,0,17814,14803,14857,11741,24616,21136,965,674,2753,78,1028,233,0
481550,1,2,2,32,-2,-2,-2,-2,-2,0,56168,50159,17491,18026,31998,21527,27447,18673,38691,31498,30041,46536,0
77523,1,3,2,47,-1,-1,-1,-1,-1,-1,146147,50199,19638,929,-1402,-353,1672,3739,4623,1191,1235,4858,0
11167,2,2,2,21,1,2,2,6,5,4,13267,-10,793,1000,1250,3237,0,225,0,137,107,166,1
163353,2,2,2,30,-2,-2,-2,-2,-2,-2,1805,-50,304,702,-1299,2616,0,0,43,535,4984,196,0
78910,1,4,1,52,-2,-2,-2,-2,-2,-2,40572,41838,20307,32107,-1129,616,4561,12319,1140,742,2203,539,0
289302,2,2,1,30,0,0,0,0,0,0,293942,208816,190445,277855,218319,191489,4196,494,8040,9427,1825,8616,1
341786,1,1,1,31,0,2,0,0,0,0,11390,6856,2714,15085,10746,1647,0,550,144,556,59,929,0
30910,1,2,2,30,8,7,6,5,4,3,17573,33091,45682,20478,21071,27033,0,0,0,0,138,925,1
55090,2,2,1,23,0,0,0,0,0,0,52587,46533,53238,8118,12363,3931,8764,2681,4642,711,32,677,0
96167,2,2,2,28,8,7,6,5,4,3,129652,158027,162180,77914,102259,76607,2184,0,0,0,0,0,0
298399,2,2,1,35,1,2,4,3,2,0,50966,156942,68182,88181,87649,84360,91,1186,979,725,24832,13540,0
167562,2,2,1,36,0,0,2,0,0,0,109972,80249,151204,170530,52321,95447,9303,10996,6015,4982,1024,6879,0
17567,2,2,2,24,0,0,0,0,0,0,13495,7273,7569,17245,20698,6711,991,2890,1981,851,924,1373,0
50037,1,2,2,32,2,2,2,2,2,2,47503,31815,20652,18655,37576,155,932,59,3522,432,7,890,1
90279,1,2,1,44,1,-2,-2,-2,8,-2,-1495,-1013,-1427,-5436,-6975,6505,0,1969,0,851,1709,272,0
163429,1,1,2,37,-1,-1,-1,-1,-2,-2,89587,573,496,-684,-312,466,2421,8175,5575,10896,8121,9260,0
209482,2,1,2,47,-1,-1,-1,-1,-1,-1,14950,2205,2932,2907,-808,82663,3976,36944,7855,19016,8955,20922,0
293399,2,2,2,33,0,0,0,0,0,0,87553,20298,200860,264799,18414,16147,21221,9488,10537,3950,3804,5898,0
213654,1,1,2,32,-1,-1,-1,-1,-1,-1,1345,16,2532,-868,357,2455,7581,1193,5175,331,144,6773,1
202109,2,1,2,30,-1,-1,-1,-1,-1,0,317413,332545,200808,198350,58947,164002,7544,50943,7777,19541,10983,7593,1
54557,1,2,2,26,7,6,5,4,3,2,41835,45272,54812,37623,112945,21630,0,382,0,63,138,2141,1
86891,2,3,1,32,1,0,3,0,0,0,10531,6705,8347,17463,14967,9775,0,3809,853,341,1353,1140,0
49666,2,2,1,35,2,2,2,2,0,0,70949,83612,37451,123357,88137,111719,1238,1763,5964,3426,1053,2355,1
25848,1,2,2,21,0,0,3,6,5,4,6961,9707,24540,22836,16988,18589,4951,1808,0,587,0,0,1
76623,2,2,1,33,0,0,0,0,0,0,35857,32843,47185,41497,75301,87111,9943,3170,7380,1318,923,2816,0
47617,1,2,1,35,0,0,0,0,0,0,188212,55913,19815,14884,19972,48935,3075,4226,1615,541,2722,1816,1
326545,2,1,2,34,-1,-1,-1,-1,-1,-1,-767,2027,-880,-850,-795,482,4734,1548,2470,880,6228,7139,1
389524,1,1,3,34,-1,-1,-1,-1,-1,0,1297,10360,38109,1769,15431,7038,8881,41796,9797,17818,1770,536,0
105243,2,2,1,24,0,0,0,0,0,0,14449,12883,62987,34656,22423,16599,4380,3265,2162,3459,1704,2522,0
197346,2,4,2,35,0,0,0,-1,-2,-2,1385,-289,2076,1015,1482,639,667,2511,2416,1645,0,419,1
21512,1,3,1,46,1,4,3,2,0,0,3738,13433,5783,8790,11912,16425,0,869,10,251,3055,0,0
148500,2,1,2,23,0,0,0,0,0,0,181745,200298,141913,131986,130616,168619,9367,12218,19710,16663,7349,7470,0
76652,2,3,3,22,-1,-2,-1,-1,0,-2,3711,15006,903,495,9423,7135,2101,1085,173,902,1399,2666,0
26346,2,3,2,34,1,2,2,2,0,2,27256,44348,12757,-4772,9562,26156,187,589,878,296,1429,459,1
77131,1,1,2,23,1,2,-1,0,-1,0,1627,-763,3421,1129,13364,1636,0,0,2734,4028,0,1953,1
52378,2,2,2,27,2,2,4,4,3,0,-1336,1974,-1216,1244,39673,27635,0,891,0,300,548,0,1
51863,2,2,2,24,0,0,0,0,0,0,58915,12871,9369,13736,14238,10820,1049,1771,1547,7387,1141,8144,0
479215,1,2,2,21,0,0,0,0,0,0,195555,200477,172266,132322,255228,265763,5233,4887,8109,4376,61590,6790,0
91966,1,4,2,46,-1,0,0,0,0,0,964,11291,1699,26413,2573,-616,513,157,837,451,1460,138,0
50272,1,2,2,31,2,2,7,7,7,-2,-2702,2341,2611,3170,1542,667,1914,0,0,1573,0,0,1
